"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"0011","Time-Constrained Participatory Budgeting Under Uncertain Project Costs","Dorothea Baumeister, Linus Boes, Christian Laußmann","","['Agent-based and Multi-agent Systems: Computational Social Choice', 'Planning and Scheduling: Planning with Incomplete Information']","@inproceedings{ijcai2022p11,   title     = {Time-Constrained Participatory Budgeting Under Uncertain Project Costs},   author    = {Baumeister, Dorothea and Boes, Linus and Laußmann, Christian},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {74--80},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/11},   url       = {https://doi.org/10.24963/ijcai.2022/11}, }","In participatory budgeting the stakeholders collectively decide which projects from a set of proposed projects should be implemented.This decision underlies both time and monetary constraints.In reality it is often impossible to figure out the exact cost of each project in advance, it is only known after a project is finished.To reduce risk, one can implement projects one after the other to be able to react to higher costs of a previous project.However, this will increase execution time drastically.We generalize existing frameworks to capture this setting, study desirable properties of algorithms for this problem, and show that some desirable properties are incompatible.Then we present and analyze algorithms that trade-off desirable properties.","https://www.ijcai.org/proceedings/2022/0011.pdf"
"0012","Tolerance is Necessary for Stability: Single-Peaked Swap Schelling Games","Davide Bilò, Vittorio Bilò, Pascal Lenzner, Louise Molitor","","['Agent-based and Multi-agent Systems: Algorithmic Game Theory', 'Agent-based and Multi-agent Systems: Noncooperative Games']","@inproceedings{ijcai2022p12,   title     = {Tolerance is Necessary for Stability: Single-Peaked Swap Schelling Games},   author    = {Bilò, Davide and Bilò, Vittorio and Lenzner, Pascal and Molitor, Louise},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {81--87},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/12},   url       = {https://doi.org/10.24963/ijcai.2022/12}, }","Residential segregation in metropolitan areas is a phenomenon that can be observed all over the world. Recently, this was investigated via game-theoretic models. There, selfish agents of two types are equipped with a monotone utility function that ensures higher utility if an agent has more same-type neighbors. The agents strategically choose their location on a given graph that serves as residential area to maximize their utility. However, sociological polls suggest that real-world agents are actually favoring mixed-type neighborhoods, and hence should be modeled via non-monotone utility functions. To address this, we study Swap Schelling Games with single-peaked utility functions. Our main finding is that tolerance, i.e., agents favoring fifty-fifty neighborhoods or being in the minority, is necessary for equilibrium existence on almost regular or bipartite graphs. Regarding the quality of equilibria, we derive (almost) tight bounds on the Price of Anarchy and the Price of Stability. In particular, we show that the latter is constant on bipartite and almost regular graphs.","https://www.ijcai.org/proceedings/2022/0012.pdf"
"0013","General Opinion Formation Games with Social Group Membership","Vittorio Bilò, Diodato Ferraioli, Cosimo Vinci","","['Agent-based and Multi-agent Systems: Algorithmic Game Theory', 'Agent-based and Multi-agent Systems: Noncooperative Games']","@inproceedings{ijcai2022p13,   title     = {General Opinion Formation Games with Social Group Membership},   author    = {Bilò, Vittorio and Ferraioli, Diodato and Vinci, Cosimo},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {88--94},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/13},   url       = {https://doi.org/10.24963/ijcai.2022/13}, }","Modeling how agents form their opinions is of paramount importance for designing marketing and electoral campaigns. In this work, we present a new framework for opinion formation which generalizes the well-known Friedkin-Johnsen model by incorporating three important features: (i) social group membership, that limits the amount of influence that people not belonging to the same group may lead on a given agent; (ii) both attraction among friends, and repulsion among enemies; (iii) different strengths of influence lead from different people on a given agent, even if the social relationships among them are the same.We show that, despite its generality, our model always admits a pure Nash equilibrium which, under opportune mild conditions, is even unique. Next, we analyze the performances of these equilibria with respect to a social objective function defined as a convex combination, parametrized by a value λ∈[0,1], of the costs yielded by the untruthfulness of the declared opinions and the total cost of social pressure. We prove bounds on both the price of anarchy and the price of stability which show that, for not-too-extreme values of λ, performance at equilibrium are very close to optimal ones. For instance, in several interesting scenarios, the prices of anarchy and stability are both equal to max{2λ,1-λ}/min{2λ,1-λ} which never exceeds 2 for λ∈[1/5,1/2].","https://www.ijcai.org/proceedings/2022/0013.pdf"
"0014","Fair Equilibria in Sponsored Search Auctions: The Advertisers’ Perspective","Georgios Birmpas, Andrea Celli, Riccardo Colini-Baldeschi, Stefano Leonardi","","['Agent-based and Multi-agent Systems: Mechanism Design', 'Agent-based and Multi-agent Systems: Algorithmic Game Theory']","@inproceedings{ijcai2022p14,   title     = {Fair Equilibria in Sponsored Search Auctions: The Advertisers’ Perspective},   author    = {Birmpas, Georgios and Celli, Andrea and Colini-Baldeschi, Riccardo and Leonardi, Stefano},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {95--101},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/14},   url       = {https://doi.org/10.24963/ijcai.2022/14}, }","In this work we introduce a new class of mechanisms composed of a traditional Generalized Second Price (GSP) auction, and a fair division scheme in order to achieve some desired level of fairness between groups of Bayesian strategic advertisers. We propose two mechanisms, beta-Fair GSP and GSP-EFX, that compose GSP with, respectively, an envy-free up to one item, and an envy-free up to any item fair division scheme. The payments of GSP are adjusted in order to compensate advertisers that suffer a loss of efficiency due the fair division stage. We investigate the strategic learning implications of the deployment of sponsored search auction mechanisms that obey to such fairness criteria. We prove that, for both mechanisms, if bidders play so as to minimize their external regret they are guaranteed to reach an equilibrium with good social welfare. We also prove that the mechanisms are budget balanced, so that the payments charged by the traditional GSP mechanism are a good proxy of the total compensation offered to the advertisers. Finally, we evaluate the quality of the allocations through experiments on real-world data.","https://www.ijcai.org/proceedings/2022/0014.pdf"
"0015","Understanding Distance Measures Among Elections","Niclas Boehmer, Piotr Faliszewski, Rolf Niedermeier, Stanisław Szufa, Tomasz Wąs","","['Agent-based and Multi-agent Systems: Computational Social Choice']","@inproceedings{ijcai2022p15,   title     = {Understanding Distance Measures Among Elections},   author    = {Boehmer, Niclas and Faliszewski, Piotr and Niedermeier, Rolf and Szufa, Stanisław and Wąs, Tomasz},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {102--108},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/15},   url       = {https://doi.org/10.24963/ijcai.2022/15}, }","Motivated by putting empirical work based on (synthetic) election data on a more solid mathematical basis, we analyze six distances among elections, including, e.g., the challenging-to-compute but very precise swap distance and the distance used to form the so-called map of elections. Among the six, the latter seems to strike the best balance between its computational complexity and expressiveness.","https://www.ijcai.org/proceedings/2022/0015.pdf"
"0016","Toward Policy Explanations for Multi-Agent Reinforcement Learning","Kayla Boggess, Sarit Kraus, Lu Feng","","['Agent-based and Multi-agent Systems: Human-Agent Interaction']","@inproceedings{ijcai2022p16,   title     = {Toward Policy Explanations for Multi-Agent Reinforcement Learning},   author    = {Boggess, Kayla and Kraus, Sarit and Feng, Lu},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {109--115},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/16},   url       = {https://doi.org/10.24963/ijcai.2022/16}, }","Advances in multi-agent reinforcement learning (MARL) enable sequential decision making for a range of exciting multi-agent applications such as cooperative AI and autonomous driving. Explaining agent decisions is crucial for improving system transparency, increasing user satisfaction, and facilitating human-agent collaboration. However, existing works on explainable reinforcement learning mostly focus on the single-agent setting and are not suitable for addressing challenges posed by multi-agent environments. We present novel methods to generate two types of policy explanations for MARL: (i) policy summarization about the agent cooperation and task sequence, and (ii) language explanations to answer queries about agent behavior. Experimental results on three MARL domains demonstrate the scalability of our methods. A user study shows that the generated explanations significantly improve user performance and increase subjective ratings on metrics such as user satisfaction.","https://www.ijcai.org/proceedings/2022/0016.pdf"
"0017","Distortion in Voting with Top-t Preferences","Allan Borodin, Daniel Halpern, Mohamad Latifian, Nisarg Shah","","['Agent-based and Multi-agent Systems: Computational Social Choice']","@inproceedings{ijcai2022p17,   title     = {Distortion in Voting with Top-t Preferences},   author    = {Borodin, Allan and Halpern, Daniel and Latifian, Mohamad and Shah, Nisarg},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {116--122},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/17},   url       = {https://doi.org/10.24963/ijcai.2022/17}, }","A fundamental question in social choice and multi-agent systems is aggregating ordinal preferences expressed by agents into a measurably prudent collective choice. A promising line of recent work views ordinal preferences as a proxy for underlying cardinal preferences. It aims to optimize distortion, the worst-case approximation ratio of the (utilitarian) social welfare. When agents rank the set of alternatives, prior work identifies near-optimal voting rules for selecting one or more alternatives. However, ranking all the alternatives is prohibitive when there are many alternatives. In this work, we consider the setting where each agent ranks only her t favorite alternatives and identify almost tight bounds on the best possible distortion when selecting a single alternative or a committee of alternatives of a given size k. Our results also extend to approximating higher moments of social welfare. Along the way, we close a gap left open in prior work by identifying asymptotically tight distortion bounds for committee selection given full rankings.","https://www.ijcai.org/proceedings/2022/0017.pdf"
"0018","Let’s Agree to Agree: Targeting Consensus for Incomplete Preferences through Majority Dynamics","Sirin Botan, Simon Rey, Zoi Terzopoulou","","['Agent-based and Multi-agent Systems: Computational Social Choice']","@inproceedings{ijcai2022p18,   title     = {Let’s Agree to Agree: Targeting Consensus for Incomplete Preferences through Majority Dynamics},   author    = {Botan, Sirin and Rey, Simon and Terzopoulou, Zoi},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {123--129},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/18},   url       = {https://doi.org/10.24963/ijcai.2022/18}, }","We study settings in which agents with incompletepreferences need to make a collective decision. Wefocus on a process of majority dynamics where issuesare addressed one at a time and undecidedagents follow the opinion of the majority. We assessthe effects of this process on various consensusnotions—such as the Condorcet winner—and showthat in the worst case, myopic adherence to the majoritydamages existing consensus; yet, simulationexperiments indicate that the damage is often mild.We also examine scenarios where the chair of thedecision process can control the existence (or theidentity) of consensus, by determining the order inwhich the issues are discussed.","https://www.ijcai.org/proceedings/2022/0018.pdf"
"0019","Incentives in Social Decision Schemes with Pairwise Comparison Preferences","Felix Brandt, Patrick Lederer, Warut Suksompong","","['Agent-based and Multi-agent Systems: Computational Social Choice']","@inproceedings{ijcai2022p19,   title     = {Incentives in Social Decision Schemes with Pairwise Comparison Preferences},   author    = {Brandt, Felix and Lederer, Patrick and Suksompong, Warut},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {130--136},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/19},   url       = {https://doi.org/10.24963/ijcai.2022/19}, }","Social decision schemes (SDSs) map the preferences of individual voters over multiple alternatives to a probability distribution over the alternatives. In order to study properties such as efficiency, strategyproofness, and participation for SDSs, preferences over alternatives are typically lifted to preferences over lotteries using the notion of stochastic dominance (SD). However, requiring strategyproofness or strict participation with respect to this preference extension only leaves room for rather undesirable SDSs such as random dictatorships. Hence, we focus on the natural but little understood pairwise comparison (PC) preference extension, which postulates that one lottery is preferred to another if the former is more likely to return a preferred outcome. In particular, we settle three open questions raised by Brandt in Rolling the dice: Recent results in probabilistic social choice (2017): (i) there is no Condorcet-consistent SDS that satisfies PC-strategyproofness; (ii) there is no anonymous and neutral SDS that satisfies PC-efficiency and PC-strategyproofness; and (iii) there is no anonymous and neutral SDS that satisfies PC-efficiency and strict PC-participation. All three impossibilities require m>=4 alternatives and turn into possibilities when m<=3.","https://www.ijcai.org/proceedings/2022/0019.pdf"
"0020","Single-Peaked Opinion Updates","Robert Bredereck, Anne-Marie George, Jonas Israel, Leon Kellerhals","","['Agent-based and Multi-agent Systems: Computational Social Choice']","@inproceedings{ijcai2022p20,   title     = {Single-Peaked Opinion Updates},   author    = {Bredereck, Robert and George, Anne-Marie and Israel, Jonas and Kellerhals, Leon},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {137--143},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/20},   url       = {https://doi.org/10.24963/ijcai.2022/20}, }","We consider opinion diffusion for undirected networks with sequential updates when the opinions of the agents are single-peaked preference rankings. Our starting point is the study of preserving single-peakedness. We identify voting rules that, when given a single-peaked profile, output at least one ranking that is single peaked w.r.t. a single-peaked axis of the input. For such voting rules we show convergence to a stable state of the diffusion process that uses the voting rule as the agents' update rule. Further, we establish an efficient algorithm that maximises the spread of extreme opinions.","https://www.ijcai.org/proceedings/2022/0020.pdf"
"0021","When Votes Change and Committees Should (Not)","Robert Bredereck, Till Fluschnik, Andrzej Kaczmarczyk","","['Agent-based and Multi-agent Systems: Computational Social Choice']","@inproceedings{ijcai2022p21,   title     = {When Votes Change and Committees Should (Not)},   author    = {Bredereck, Robert and Fluschnik, Till and Kaczmarczyk, Andrzej},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {144--150},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/21},   url       = {https://doi.org/10.24963/ijcai.2022/21}, }","Electing a single committee of a small size is a classical and well-understood voting situation. Being interested in a sequence of committees, we introduce two time-dependent multistage models based on simple scoring-based voting. Therein, we are given a sequence of voting profiles (stages) over the same set of agents and candidates, and our task is to find a small committee for each stage of high score. In the conservative model we additionally require that any two consecutive committees have a small symmetric difference. Analogously, in the revolutionary model we require large symmetric differences. We prove both models to be NP-hard even for a constant number of agents, and, based on this, initiate a parameterized complexity analysis for the most natural parameters and combinations thereof. Among other results, we prove both models to be in XP yet W[1]-hard regarding the number of stages, and that being revolutionary seems to be ""easier"" than being conservative.","https://www.ijcai.org/proceedings/2022/0021.pdf"
"0022","Network Creation with Homophilic Agents","Martin Bullinger, Pascal Lenzner, Anna Melnichenko","","['Agent-based and Multi-agent Systems: Algorithmic Game Theory', 'Agent-based and Multi-agent Systems: Noncooperative Games']","@inproceedings{ijcai2022p22,   title     = {Network Creation with Homophilic Agents},   author    = {Bullinger, Martin and Lenzner, Pascal and Melnichenko, Anna},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {151--157},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/22},   url       = {https://doi.org/10.24963/ijcai.2022/22}, }","Network Creation Games are an important framework for understanding the formation of real-world networks. These games usually assume a set of indistinguishable agents strategically buying edges at a uniform price leading to a network among them. However, in real life, agents are heterogeneous and their relationships often display a bias towards similar agents, say of the same ethnic group. This homophilic behavior on the agent level can then lead to the emergent global phenomenon of social segregation. We study Network Creation Games with multiple types of homophilic agents and non-uniform edge cost, introducing two models focusing on the perception of same-type and different-type neighboring agents, respectively. Despite their different initial conditions, both our theoretical and experimental analysis show that both the composition and segregation strength of the resulting stable networks are almost identical, indicating a robust structure of social networks under homophily.","https://www.ijcai.org/proceedings/2022/0022.pdf"
"0023","VidyutVanika21: An Autonomous Intelligent Broker for Smart-grids","Sanjay Chandlekar, Bala Suraj Pedasingu, Easwar Subramanian, Sanjay Bhat, Praveen Paruchuri, Sujit Gujar","","['Agent-based and Multi-agent Systems: Economic Paradigms, Auctions and Market-Based Systems', 'Agent-based and Multi-agent Systems: Applications']","@inproceedings{ijcai2022p23,   title     = {VidyutVanika21: An Autonomous Intelligent Broker for Smart-grids},   author    = {Chandlekar, Sanjay and Pedasingu, Bala Suraj and Subramanian, Easwar and Bhat, Sanjay and Paruchuri, Praveen and Gujar, Sujit},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {158--164},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/23},   url       = {https://doi.org/10.24963/ijcai.2022/23}, }","An autonomous broker that liaises between retail customers and power-generating companies (GenCos) is essential for the smart grid ecosystem. The efficiency brought in by such brokers to the smart grid setup can be studied through a well-developed simulation environment. In this paper, we describe the design of one such energy broker called VidyutVanika21 (VV21) and analyze its performance using a simulation platform called PowerTAC (PowerTrading Agent Competition). Specifically, we discuss the retail (VV21–RM) and wholesale market (VV21–WM) modules of VV21 that help the broker achieve high net profits in a competitive setup. Supported by game-theoretic analysis, the VV21–RM designs tariff contracts that a) maintain a balanced portfolio of different types of customers; b) sustain an appropriate level of market share, and c) introduce surcharges on customers to reduce energy usage during peak demand times. The VV21–WM aims to reduce the cost of procurement by following the supply curve of the GenCo to identify its lowest ask for a particular auction which is then used to generate suitable bids. We further demonstrate the efficacy of the retail and wholesale strategies of VV21 in PowerTAC 2021 finals and through several controlled experiments.","https://www.ijcai.org/proceedings/2022/0023.pdf"
