"index","Title","Authors","Affiliations","keywords","cite_key","abstract","pdf_url"
"25080","Zero-Shot Linear Combinations of Grounded Social Interactions with Linear Social MDPs","['Ravi Tejwani', 'Yen-Ling Kuo', 'Tianmin Shu', 'Bennett Stankovits', 'Dan Gutfreund', 'Joshua B. Tenenbaum', 'Boris Katz', 'Andrei Barbu']","['MIT', 'MIT', 'MIT', 'MIT', 'MIT-IBM Watson AI Lab', 'MIT', 'MIT', 'MIT']","['CMS: Social Cognition and Interaction', 'MAS: Coordination and Collaboration', 'MAS: Multiagent Planning', 'MAS: Other Foundations of Multiagent Systems']","Tejwani, R., Kuo, Y.-L., Shu, T., Stankovits, B., Gutfreund, D., Tenenbaum, J. B., Katz, B., & Barbu, A. (2023). Zero-Shot Linear Combinations of Grounded Social Interactions with Linear Social MDPs. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 94-101. https://doi.org/10.1609/aaai.v37i1.25080","Abstract 					Humans and animals engage in rich social interactions. It is often theorized that a relatively small number of basic social interactions give rise to the full range of behavior observed. But no computational theory explaining how social interactions combine together has been proposed before. We do so here. We take a model, the Social MDP, which is able to express a range of social interactions, and extend it to represent linear combinations of social interactions. Practically for robotics applications, such models are now able to not just express that an agent should help another agent, but to express goal-centric social interactions. Perhaps an agent is helping someone get dressed, but preventing them from falling, and is happy to exchange stories in the meantime. How an agent responds socially, should depend on what it thinks the other agent is doing at that point in time. To encode this notion, we take linear combinations of social interactions as defined in Social MDPs, and compute the weights on those combinations on the fly depending on the estimated goals of other agents. This new model, the Linear Social MDP, enables zero-shot reasoning about complex social interactions, provides a mathematical basis for the long-standing intuition that social interactions should compose, and leads to interesting new behaviors that we validate using human observers. Complex social interactions are part of the future of intelligent agents, and having principled mathematical models built on a foundation like MDPs will make it possible to bring social interactions to every robotic application.","https://ojs.aaai.org/index.php/AAAI/article/view/25080/24852"
"25081","Complex Dynamic Neurons Improved Spiking Transformer Network for Efficient Automatic Speech Recognition","['Qingyu Wang', 'Tielin Zhang', 'Minglun Han', 'Yi Wang', 'Duzhen Zhang', 'Bo Xu']","['Institute of Automation, Chinese Academy of Sciences\nSchool of Artificial Intelligence, University of Chinese Academy of Sciences', 'Institute of Automation, Chinese Academy of Sciences\nSchool of Artificial Intelligence, University of Chinese Academy of Sciences', 'Institute of Automation, Chinese Academy of Sciences\nSchool of Artificial Intelligence, University of Chinese Academy of Sciences', 'School of Artificial Intelligence, Jilin University', 'Institute of Automation, Chinese Academy of Sciences\nSchool of Artificial Intelligence, University of Chinese Academy of Sciences', 'Institute of Automation, Chinese Academy of Sciences\nSchool of Artificial Intelligence, University of Chinese Academy of Sciences\nCenter for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences']","['CMS: Brain Modeling', 'CMS: Agent & Cognitive Architectures', 'CMS: Simulating Humans', 'ML: Bio-Inspired Learning']","Wang, Q., Zhang, T., Han, M., Wang, Y., Zhang, D., & Xu, B. (2023). Complex Dynamic Neurons Improved Spiking Transformer Network for Efficient Automatic Speech Recognition. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 102-109. https://doi.org/10.1609/aaai.v37i1.25081","Abstract 					The spiking neural network (SNN) using leaky-integrated-and-fire (LIF) neurons has been commonly used in automatic speech recognition (ASR) tasks. However, the LIF neuron is still relatively simple compared to that in the biological brain. Further research on more types of neurons with different scales of neuronal dynamics is necessary. Here we introduce four types of neuronal dynamics to post-process the sequential patterns generated from the spiking transformer to get the complex dynamic neuron improved spiking transformer neural network (DyTr-SNN). We found that the DyTr-SNN could handle the non-toy automatic speech recognition task well, representing a lower phoneme error rate, lower computational cost, and higher robustness. These results indicate that the further cooperation of SNNs and neural dynamics at the neuron and network scales might have much in store for the future, especially on the ASR tasks.","https://ojs.aaai.org/index.php/AAAI/article/view/25081/24853"
"25082","Self-Supervised Graph Learning for Long-Tailed Cognitive Diagnosis","['Shanshan Wang', 'Zhen Zeng', 'Xun Yang', 'Xingyi Zhang']","['Anhui university\nInstitute of Artificial Intelligence, Hefei Comprehensive National Science Center, HeFei, China', 'Anhui University', 'University of Science and Technology of China', 'Anhui University']","['CMS: Applications', 'DMKM: Applications', 'DMKM: Graph Mining', 'Social Network Analysis & Community Mining']","Wang, S., Zeng, Z., Yang, X., & Zhang, X. (2023). Self-Supervised Graph Learning for Long-Tailed Cognitive Diagnosis. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 110-118. https://doi.org/10.1609/aaai.v37i1.25082","Abstract 					Cognitive diagnosis is a fundamental yet critical research task in the field of intelligent education, which aims to discover the proficiency level of different students on specific knowledge concepts. Despite the effectiveness of existing efforts, previous methods always considered the mastery level on the whole students, so they still suffer from the Long Tail Effect. A large number of students who have sparse interaction records are usually wrongly diagnosed during inference. To relieve the situation, we proposed a Self-supervised Cognitive Diagnosis (SCD) framework which leverages the self-supervised manner to assist the graph-based cognitive diagnosis, then the performance on those students with sparse data can be improved. Specifically, we came up with a graph confusion method that drops edges under some special rules to generate different sparse views of the graph. By maximizing the cross-view consistency of node representations, our model could pay more attention on long-tailed students. Additionally, we proposed an importance-based view generation rule to improve the influence of long-tailed students. Extensive experiments on real-world datasets show the effectiveness of our approach, especially on the students with much sparser interaction records. Our code is available at https://github.com/zeng-zhen/SCD.","https://ojs.aaai.org/index.php/AAAI/article/view/25082/24854"
"25083","CMNet: Contrastive Magnification Network for Micro-Expression Recognition","['Mengting Wei', 'Xingxun Jiang', 'Wenming Zheng', 'Yuan Zong', 'Cheng Lu', 'Jiateng Liu']","['Key Laboratory of Child Development and Learning Science of Ministry of Education\nSchool of Biological Science and Medical Engineering, Southeast University, Nanjing, China', 'Key Laboratory of Child Development and Learning Science of Ministry of Education\nSchool of Biological Science and Medical Engineering, Southeast University, Nanjing, China', 'Key Laboratory of Child Development and Learning Science of Ministry of Education', 'Key Laboratory of Child Development and Learning Science of Ministry of Education', 'Key Laboratory of Child Development and Learning Science of Ministry of Education\nSchool of Information Science and Engineering, Southeast University, Nanjing, China', 'Key Laboratory of Child Development and Learning Science of Ministry of Education\nSchool of Biological Science and Medical Engineering, Southeast University, Nanjing, China']","['CMS: Affective Computing', 'CMS: Applications', 'CV: Applications', 'CV: Video Understanding & Activity Analysis']","Wei, M., Jiang, X., Zheng, W., Zong, Y., Lu, C., & Liu, J. (2023). CMNet: Contrastive Magnification Network for Micro-Expression Recognition. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 119-127. https://doi.org/10.1609/aaai.v37i1.25083","Abstract 					Micro-Expression Recognition (MER) is challenging because the Micro-Expressions' (ME) motion is too weak to distinguish. This hurdle can be tackled by enhancing intensity for a more accurate acquisition of movements. However, existing magnification strategies tend to use the features of facial images that include not only intensity clues as intensity features, leading to the intensity representation deficient of credibility. In addition, the intensity variation over time, which is crucial for encoding movements, is also neglected. To this end, we provide a reliable scheme to extract intensity clues while considering their variation on the time scale. First, we devise an Intensity Distillation (ID) loss to acquire the intensity clues by contrasting the difference between frames, given that the difference in the same video lies only in the intensity. Then, the intensity clues are calibrated to follow the trend of the original video. Specifically, due to the lack of truth intensity annotation of the original video, we build the intensity tendency by setting each intensity vacancy an uncertain value, which guides the extracted intensity clues to converge towards this trend rather some fixed values. A Wilcoxon rank sum test (Wrst) method is enforced to implement the calibration. Experimental results on three public ME databases i.e. CASME II, SAMM, and SMIC-HS validate the superiority against state-of-the-art methods.","https://ojs.aaai.org/index.php/AAAI/article/view/25083/24855"
"25084","Disentangling Reafferent Effects by Doing Nothing","['Benedict Wilkins', 'Kostas Stathis']","['Royal Holloway University of London', 'Royal Holloway University of London']","['CMS: Other Foundations of Cognitive Modeling & Systems', 'ML: Causal Learning', 'ML: Representation Learning', 'MAS: Agent/AI Theories and Architectures', 'MAS: Modeling Other Agents']","Wilkins, B., & Stathis, K. (2023). Disentangling Reafferent Effects by Doing Nothing. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 128-136. https://doi.org/10.1609/aaai.v37i1.25084","Abstract 					An agent's ability to distinguish between sensory effects that are self-caused, and those that are not, is instrumental in the achievement of its goals. This ability is thought to be central to a variety of functions in biological organisms, from perceptual stabilisation and accurate motor control, to higher level cognitive functions such as planning, mirroring and the sense of agency. Although many of these functions are well studied in AI, this important distinction is rarely made explicit and the focus tends to be on the associational relationship between action and sensory effect or success. Toward the development of more general agents, we develop a framework that enables agents to disentangle self-caused and externally-caused sensory effects. Informed by relevant models and experiments in robotics, and in the biological and cognitive sciences, we demonstrate the general applicability of this framework through an extensive experimental evaluation over three different environments.","https://ojs.aaai.org/index.php/AAAI/article/view/25084/24856"
"25085","Learning Temporal-Ordered Representation for Spike Streams Based on Discrete Wavelet Transforms","['Jiyuan Zhang', 'Shanshan Jia', 'Zhaofei Yu', 'Tiejun Huang']","['Peking University', 'Peking University', 'Peking University', 'Peking University']","['CMS: Brain Modeling', 'CV: Computational Photography', 'Image & Video Synthesis']","Zhang, J., Jia, S., Yu, Z., & Huang, T. (2023). Learning Temporal-Ordered Representation for Spike Streams Based on Discrete Wavelet Transforms. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 137-147. https://doi.org/10.1609/aaai.v37i1.25085","Abstract 					Spike camera, a new type of neuromorphic visual sensor that imitates the sampling mechanism of the primate fovea, can capture photons and output 40000 Hz binary spike streams. Benefiting from the asynchronous sampling mechanism, the spike camera can record fast-moving objects and clear images can be recovered from the spike stream at any specified timestamps without motion blurring. Despite these, due to the dense time sequence information of the discrete spike stream, it is not easy to directly apply the existing algorithms of traditional cameras to the spike camera. Therefore, it is necessary and interesting to explore a universally effective representation of dense spike streams to better fit various network architectures. In this paper, we propose to mine temporal-robust features of spikes in time-frequency space with wavelet transforms. We present a novel Wavelet-Guided Spike Enhancing (WGSE) paradigm consisting of three consecutive steps: multi-level wavelet transform, CNN-based learnable module, and inverse wavelet transform. With the assistance of WGSE, the new streaming representation of spikes can be learned. We demonstrate the effectiveness of WGSE on two downstream tasks, achieving state-of-the-art performance on the image reconstruction task and getting considerable performance on semantic segmentation. Furthermore, We build a new spike-based synthesized dataset for semantic segmentation. Code and Datasets are available at https://github.com/Leozhangjiyuan/WGSE-SpikeCamera.","https://ojs.aaai.org/index.php/AAAI/article/view/25085/24857"
"25086","ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges","['Ruizhe Zheng', 'Jun Li', 'Yi Wang', 'Tian Luo', 'Yuguo Yu']","['Fudan University', 'Fudan University', 'Fudan Unniversity', 'Fudan Unniversity', 'Fudan University']","['CMS: Applications', 'CMS: Brain Modeling', 'APP: Biometrics', 'APP: Healthcare', 'Medicine & Wellness']","Zheng, R., Li, J., Wang, Y., Luo, T., & Yu, Y. (2023). ScatterFormer: Locally-Invariant Scattering Transformer for Patient-Independent Multispectral Detection of Epileptiform Discharges. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 148-158. https://doi.org/10.1609/aaai.v37i1.25086","Abstract 					Patient-independent detection of epileptic activities based on visual spectral representation of continuous EEG (cEEG) has been widely used for diagnosing epilepsy. However, precise detection remains a considerable challenge due to subtle variabilities across subjects, channels and time points. Thus, capturing fine-grained, discriminative features of EEG patterns, which is associated with high-frequency textural information, is yet to be resolved. In this work, we propose Scattering Transformer (ScatterFormer), an invariant scattering transform-based hierarchical Transformer that specifically pays attention to subtle features. In particular, the disentangled frequency-aware attention (FAA) enables the Transformer to capture clinically informative high-frequency components, offering a novel clinical explainability based on visual encoding of multichannel EEG signals. Evaluations on two distinct tasks of epileptiform detection demonstrate the effectiveness our method. Our proposed model achieves median AUCROC and accuracy of 98.14%, 96.39% in patients with Rolandic epilepsy. On a neonatal seizure detection benchmark, it outperforms the state-of-the-art by 9% in terms of average AUCROC.","https://ojs.aaai.org/index.php/AAAI/article/view/25086/24858"
"25087","Progress and Limitations of Deep Networks to Recognize Objects in Unusual Poses","['Amro Abbas', 'Stéphane Deny']","['The African Institute For Mathematical Sciences', 'Aalto University']","['CV: Adversarial Attacks & Robustness', 'CV: Scene Analysis & Understanding', 'ML: Deep Neural Architectures']","Abbas, A., & Deny, S. (2023). Progress and Limitations of Deep Networks to Recognize Objects in Unusual Poses. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 160-168. https://doi.org/10.1609/aaai.v37i1.25087","Abstract 					Deep networks should be robust to rare events if they are to be successfully deployed in high-stakes real-world applications. Here we study the capability of deep networks to recognize objects in unusual poses. We create a synthetic dataset of images of objects in unusual orientations, and evaluate the robustness of a collection of 38 recent and competitive deep networks for image classification. We show that classifying these images is still a challenge for all networks tested, with an average accuracy drop of 29.5% compared to when the objects are presented upright. This brittleness is largely unaffected by various design choices, such as training losses, architectures, dataset modalities, and data-augmentation schemes. However, networks trained on very large datasets substantially outperform others, with the best network tested—Noisy Student trained on JFT-300M—showing a relatively small accuracy drop of only 14.5% on unusual poses. Nevertheless, a visual inspection of the failures of Noisy Student reveals a remaining gap in robustness with humans. Furthermore, combining multiple object transformations—3D-rotations and scaling—further degrades the performance of all networks. Our results provide another measurement of the robustness of deep networks to consider when using them in the real world. Code and datasets are available at https://github.com/amro-kamal/ObjectPose.","https://ojs.aaai.org/index.php/AAAI/article/view/25087/24859"
"25088","Denoising after Entropy-Based Debiasing a Robust Training Method for Dataset Bias with Noisy Labels","['Sumyeong Ahn', 'Se-Young Yun']","['KAIST', 'KAIST']","['CV: Bias', 'Fairness & Privacy', 'ML: Bias and Fairness']","Ahn, S., & Yun, S.-Y. (2023). Denoising after Entropy-Based Debiasing a Robust Training Method for Dataset Bias with Noisy Labels. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 169-177. https://doi.org/10.1609/aaai.v37i1.25088","Abstract 					Improperly constructed datasets can result in inaccurate inferences. For instance, models trained on biased datasets perform poorly in terms of generalization (i.e., dataset bias). Recent debiasing techniques have successfully achieved generalization performance by underestimating easy-to-learn samples (i.e., bias-aligned samples) and highlighting difficult-to-learn samples (i.e., bias-conflicting samples). However, these techniques may fail owing to noisy labels, because the trained model recognizes noisy labels as difficult-to-learn and thus highlights them. In this study, we find that earlier approaches that used the provided labels to quantify difficulty could be affected by the small proportion of noisy labels. Furthermore, we find that running denoising algorithms before debiasing is ineffective because denoising algorithms reduce the impact of difficult-to-learn samples, including valuable bias-conflicting samples. Therefore, we propose an approach called denoising after entropy-based debiasing, i.e., DENEB, which has three main stages. (1) The prejudice model is trained by emphasizing (bias-aligned, clean) samples, which are selected using a Gaussian Mixture Model. (2) Using the per-sample entropy from the output of the prejudice model, the sampling probability of each sample that is proportional to the entropy is computed. (3) The final model is trained using existing denoising algorithms with the mini-batches constructed by following the computed sampling probability. Compared to existing debiasing and denoising algorithms, our method achieves better debiasing performance on multiple benchmarks.","https://ojs.aaai.org/index.php/AAAI/article/view/25088/24860"
"25089","Rethinking Interpretation: Input-Agnostic Saliency Mapping of Deep Visual Classifiers","['Naveed Akhtar', 'Mohammad Amir Asim Khan Jalwana']","['The University of Western Australia', 'The University of Western Australia']","['CV: Interpretability and Transparency', 'CV: Learning & Optimization for CV', 'CV: Other Foundations of Computer Vision']","Akhtar, N., & Jalwana, M. A. A. K. (2023). Rethinking Interpretation: Input-Agnostic Saliency Mapping of Deep Visual Classifiers. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 178-186. https://doi.org/10.1609/aaai.v37i1.25089","Abstract 					Saliency methods provide post-hoc model interpretation by attributing input features to the model outputs. Current methods mainly achieve this using a single input sample, thereby failing to answer input-independent inquiries about the model. We also show that input-specific saliency mapping is intrinsically susceptible to misleading feature attribution. Current attempts to use `general' input features for model interpretation assume  access to a dataset containing  those features, which biases the interpretation.  Addressing the gap, we introduce a new perspective of input-agnostic saliency mapping that computationally estimates the high-level  features attributed by the model to its outputs. These features are geometrically correlated, and are computed by accumulating model's gradient information with respect to an unrestricted data distribution. To compute these features, we nudge independent data points over the model loss surface towards the local minima associated by a human-understandable concept, e.g., class label for classifiers. With a systematic projection, scaling and refinement process, this information is transformed into an interpretable visualization without compromising its model-fidelity. The visualization serves as a stand-alone qualitative interpretation. With an extensive evaluation, we not only demonstrate successful visualizations for a variety of concepts for large-scale models, but also showcase an interesting utility of this new form of saliency mapping by identifying backdoor signatures in compromised classifiers.","https://ojs.aaai.org/index.php/AAAI/article/view/25089/24861"
"25090","Deep Digging into the Generalization of Self-Supervised Monocular Depth Estimation","['Jinwoo Bae', 'Sungho Moon', 'Sunghoon Im']","['DGIST', 'DGIST', 'DGIST']","['CV: 3D Computer Vision', 'CV: Adversarial Attacks & Robustness', 'CV: Applications', 'CV: Vision for Robotics & Autonomous Driving']","Bae, J., Moon, S., & Im, S. (2023). Deep Digging into the Generalization of Self-Supervised Monocular Depth Estimation. Proceedings of the AAAI Conference on Artificial Intelligence, 37(1), 187-196. https://doi.org/10.1609/aaai.v37i1.25090","Abstract 					Self-supervised monocular depth estimation has been widely studied recently. Most of the work has focused on improving performance on benchmark datasets, such as KITTI, but has offered a few experiments on generalization performance. In this paper, we investigate the backbone networks (e.g., CNNs, Transformers, and CNN-Transformer hybrid models) toward the generalization of monocular depth estimation. We first evaluate state-of-the-art models on diverse public datasets, which have never been seen during the network training. Next, we investigate the effects of texture-biased and shape-biased representations using the various texture-shifted datasets that we generated. We observe that Transformers exhibit a strong shape bias and CNNs do a strong texture-bias. We also find that shape-biased models show better generalization performance for monocular depth estimation compared to texture-biased models. Based on these observations, we newly design a CNN-Transformer hybrid network with a multi-level adaptive feature fusion module, called MonoFormer. The design intuition behind MonoFormer is to increase shape bias by employing Transformers while compensating for the weak locality bias of Transformers by adaptively fusing multi-level representations. Extensive experiments show that the proposed method achieves state-of-the-art performance with various public datasets. Our method also shows the best generalization ability among the competitive methods.","https://ojs.aaai.org/index.php/AAAI/article/view/25090/24862"
