eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-105018671617,,,,Seeded Graph Matching for the Correlated Gaussian Wigner Model via the Projected Power Method,ar,Article,Araya E.,60016648;60107837,Riken;Laboratoire Paul Painlevé (LPP),Wako;Villeneuve-d'Ascq,Japan;France,3.0,"Araya, Ernesto;Braun, Guillaume;Tyagi, Hemant",59454752000;57222421675;55257535000,60107837;60016648;60107837,2024-01-01,2024,Journal of Machine Learning Research,15324435.0,20969.0,15337928.0,Journal,25,,,,"In the graph matching problem we observe two graphs G, H and the goal is to find an assignment (or matching) between their vertices such that some measure of edge agreement is maximized. We assume in this work that the observed pair G, H has been drawn from the Correlated Gaussian Wigner (CGW) model – a popular model for correlated weighted graphs – where the entries of the adjacency matrices of G and H are independent Gaussians and each edge of G is correlated with one edge of H (determined by the unknown matching) with the edge correlation described by a parameter σ ∈ [0, 1). In this paper, we analyse the performance of the projected power method (PPM) as a seeded graph matching algorithm where we are given an initial partially correct matching (called the seed) as side information. We prove that if the seed is close enough to the ground-truth matching, then with high probability, PPM iteratively improves the seed and recovers the ground-truth matching (either partially or exactly) in O(log n) iterations. Our results prove that PPM works even in regimes of constant σ, thus extending the analysis in (Mao et al., 2023) for the sparse Correlated Erdős-Renyi (CER) model to the (dense) CGW model. As a byproduct of our analysis, we see that the PPM framework generalizes some of the state-of-art algorithms for seeded graph matching. We support and complement our theoretical findings with numerical experiments on synthetic data.",correlated Wigner model | graph matching | projected power method,4,0.0,,,,,
2-s2.0-85184855196,10.1613/JAIR.1.14365,,,Select and Augment: Enhanced Dense Retrieval Knowledge Graph Augmentation,ar,Article,Abaho M.,60020661;60110514,University of Liverpool;University of Tabuk,Liverpool;Tabuk,United Kingdom;Saudi Arabia,2.0,"Abaho, Micheal;Alfaifi, Yousef H.",57205728689;57195110483,60020661;60110514,2023-01-01,2023,Journal of Artificial Intelligence Research,10769757.0,24330.0,,Journal,78,,,269-285,"Injecting textual information into knowledge graph (KG) entity representations has been a worthwhile expedition in terms of improving performance in KG oriented tasks within the NLP community. External knowledge often adopted to enhance KG embeddings ranges from semantically rich lexical dependency parsed features to a set of relevant key words to entire text descriptions supplied from an external corpus such as wikipedia and many more. Despite the gains this innovation (Text-enhanced KG embeddings) has made, the proposal in this work suggests that it can be improved even further. Instead of using a single text description (which would not sufficiently represent an entity because of the inherent lexical ambiguity of text), we propose a multi-task framework that jointly selects a set of text descriptions relevant to KG entities as well as align or augment KG embeddings with text descriptions. Different from prior work that plugs formal entity descriptions declared in knowledge bases, this framework leverages a retriever model to selectively identify richer or highly relevant text descriptions to use in augmenting entities. Furthermore, the framework treats the number of descriptions to use in augmentation process as a parameter, which allows the flexibility of enumerating across several numbers before identifying an appropriate number. Experiment results for Link Prediction demonstrate a 5.5% and 3.5% percentage increase in the Mean Reciprocal Rank (MRR) and Hits@10 scores respectively, in comparison to text-enhanced knowledge graph augmentation methods using traditional CNNs.",,4,1.0,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85191149606,,,,Selective Sampling and Imitation Learning via Online Regression,cp,Conference Paper,Sekhari A.,60022195;60007776,Massachusetts Institute of Technology;Cornell University,Cambridge;Ithaca,United States;United States,4.0,"Sekhari, Ayush;Sridharan, Karthik;Sun, Wen;Wu, Runzhe",26640679500;56731229500;57218716268;58128090600,60022195;60007776;60007776;60007776,2023-01-01,2023,Advances in Neural Information Processing Systems,10495258.0,23669.0,,Conference Proceeding,36,,,,"We consider the problem of Imitation Learning (IL) by actively querying noisy expert for feedback. While imitation learning has been empirically successful, much of prior work assumes access to noiseless expert feedback which is not practical in many applications. In fact, when one only has access to noisy expert feedback, algorithms that rely on purely offline data (non-interactive IL) can be shown to need a prohibitively large number of samples to be successful. In contrast, in this work, we provide an interactive algorithm for IL that uses selective sampling to actively query the noisy expert for feedback. Our contributions are twofold: First, we provide a new selective sampling algorithm that works with general function classes and multiple actions, and obtains the best-known bounds for the regret and the number of queries. Next, we extend this analysis to the problem of IL with noisy expert feedback and provide a new IL algorithm that makes limited queries. Our algorithm for selective sampling leverages function approximation, and relies on an online regression oracle w.r.t. the given model class to predict actions, and to decide whether to query the expert for its label. On the theoretical side, the regret bound of our algorithm is upper bounded by the regret of the online regression oracle, while the query complexity additionally depends on the eluder dimension of the model class. We complement this with a lower bound that demonstrates that our results are tight. We extend our selective sampling algorithm for IL with general function approximation and provide bounds on both the regret and the number of queries made to the noisy expert. A key novelty here is that our regret and query complexity bounds only depend on the number of times the optimal policy (and not the noisy expert, or the learner) go to states that have a small margin.",,6,0.0,,,SF,DMS-2031883,Simons Foundation
2-s2.0-85189546541,10.1609/aaai.v38i6.28419,,,Selective and Orthogonal Feature Activation for Pedestrian Attribute Recognition,cp,Conference Paper,Wu J.,60017605;60018486;112080275;130565683,Fuzhou University;Institute of Automation Chinese Academy of Sciences;Xiamen Meiya Pico Information Company Ltd.;Xiamen Meiya Pico Information Security Research Institute Company Ltd.,Fuzhou;Beijing;Xiamen;Xiamen,China;China;China;China,7.0,"Wu, Junyi;Huang, Yan;Gao, Min;Niu, Yuzhen;Yang, Mingjing;Gao, Zhipeng;Zhao, Jianqiang",57209892407;58465657800;57217750696;8914089700;37025279500;57222389327;57816024400,112080275-130565683-60017605;60018486;60017605;60017605;60017605;112080275-130565683;112080275-130565683,2024-03-25,25 March 2024,Proceedings of the Aaai Conference on Artificial Intelligence,21595399.0,21101185504.0,23743468.0,Conference Proceeding,38,6.0,,6039-6047,"Pedestrian Attribute Recognition (PAR) involves identifying the attributes of individuals in person images. Existing PAR methods typically rely on CNNs as the backbone network to extract pedestrian features. However, CNNs process only one adjacent region at a time, leading to the loss of long-range inter-relations between different attribute-specific regions. To address this limitation, we leverage the Vision Transformer (ViT) instead of CNNs as the backbone for PAR, aiming to model long-range relations and extract more robust features. However, PAR suffers from an inherent attribute imbalance issue, causing ViT to naturally focus more on attributes that appear frequently in the training set and ignore some pedestrian attributes that appear less. The native features extracted by ViT are not able to tolerate the imbalance attribute distribution issue. To tackle this issue, we propose two novel components: the Selective Feature Activation Method (SFAM) and the Orthogonal Feature Activation Loss. SFAM smartly suppresses the more informative attribute-specific features, compelling the PAR model to capture discriminative features from regions that are easily overlooked. The proposed loss enforces an orthogonal constraint on the original feature extracted by ViT and the suppressed features from SFAM, promoting the complementarity of features in space. We conduct experiments on several benchmark PAR datasets, including PETA, PA100K, RAPv1, and RAPv2, demonstrating the effectiveness of our method. Specifically, our method outperforms existing state-of-the-art approaches by GRL, IAA-Caps, ALM, and SSC in terms of mA on the four datasets, respectively.",,15,1.0,all publisherfullgold,All Open Access Gold,CAS,2023J01067,Natural Science Foundation of Fujian Province
2-s2.0-85174399634,,,,Self-Repellent Random Walks on General Graphs - Achieving Minimal Sampling Variance via Nonlinear Markov Chains,cp,Conference Paper,Doshi V.,60279548;60112142,NC State College of Engineering;IQVIA Inc.,Raleigh;Durham,United States;United States,3.0,"Doshi, Vishwaraj;Hu, Jie;Eun, Do Young",57217278835;57222095129;6603631181,60112142;60279548;60279548,2023-01-01,2023,Proceedings of Machine Learning Research,,21101153015.0,26403498.0,Conference Proceeding,202,,,8403-8423,"We consider random walks on discrete state spaces, such as general undirected graphs, where the random walkers are designed to approximate a target quantity over the network topology via sampling and neighborhood exploration in the form of Markov chain Monte Carlo (MCMC) procedures. Given any Markov chain corresponding to a target probability distribution, we design a self-repellent random walk (SRRW) which is less likely to transition to nodes that were highly visited in the past, and more likely to transition to seldom visited nodes. For a class of SRRWs parameterized by a positive real α, we prove that the empirical distribution of the process converges almost surely to the the target (stationary) distribution of the underlying Markov chain kernel. We then provide a central limit theorem and derive the exact form of the arising asymptotic co-variance matrix, which allows us to show that the SRRW with a stronger repellence (larger α) always achieves a smaller asymptotic covariance, in the sense of Loewner ordering of co-variance matrices. Especially for SRRW-driven MCMC algorithms, we show that the decrease in the asymptotic sampling variance is of the order O(1/α), eventually going down to zero. Finally, we provide numerical simulations complimentary to our theoretical results, also empirically testing a version of SRRW with α increasing in time to combine the benefits of smaller asymptotic variance due to large α, with empirically observed faster mixing properties of SRRW with smaller α.",,4,0.0,,,NSF,CNS-1824518,National Science Foundation
2-s2.0-85147549205,10.1609/aaai.v36i10.21334,,,Self-Supervised Audio-and-Text Pre-training with Extremely Low-Resource Parallel Data,cp,Conference Paper,Kang Y.,60114181;125292625,Tencent;TAL Education Group,Shenzhen;Beijing,China;China,5.0,"Kang, Yu;Liu, Tianqiao;Li, Hang;Hao, Yang;Ding, Wenbiao",57220878218;57209222567;59888753600;57219694585;57207458619,125292625;125292625;125292625;125292625;125292625-60114181,2022-06-30,30 June 2022,Proceedings of the 36th Aaai Conference on Artificial Intelligence Aaai 2022,,21101133594.0,,Conference Proceeding,36,,,10875-10883,"Multimodal pre-training for audio-and-text has recently been proved to be effective and has significantly improved the performance of many downstream speech understanding tasks. However, these state-of-the-art pre-training audio-text models work well only when provided with large amount of parallel audio-and-text data, which brings challenges on many languages that are rich in unimodal corpora but scarce of parallel cross-modal corpus. In this paper, we investigate whether it is possible to pre-train an audio-text multimodal model with extremely low-resource parallel data and extra non-parallel unimodal data. Our pre-training framework consists of the following components: (1) Intra-modal Denoising Auto-Encoding (IDAE), which is able to reconstruct input text (audio) representations from a noisy version of itself. (2) Cross-modal Denoising Auto-Encoding (CDAE), which is pre-trained to reconstruct the input text (audio), given both a noisy version of the input text (audio) and the corresponding translated noisy audio features (text embeddings). (3) Iterative Denoising Process (IDP), which iteratively translates raw audio (text) and the corresponding text embeddings (audio features) translated from previous iteration into the new less-noisy text embeddings (audio features). We adapt a dual cross-modal Transformer as our backbone model which consists of two unimodal encoders for IDAE and two cross-modal encoders for CDAE and IDP. Our method achieves comparable performance on multiple downstream speech understanding tasks compared with the model pre-trained on fully parallel data, demonstrating the great potential of the proposed method.",,5,1.0,all publisherfullgold,All Open Access Gold,BMSTC,Z201100006820068,Beijing Nova Program
2-s2.0-85148701218,,,,Self-Supervised Models of Audio Effectively Explain Human Cortical Responses to Speech,cp,Conference Paper,Vaidya A.R.,60013372,The University of Texas at Austin,Austin,United States,3.0,"Vaidya, Aditya R.;Jain, Shailee;Huth, Alexander G.",57224852222;57208446516;24391233100,;;60013372,2022-01-01,2022,Proceedings of Machine Learning Research,,21101153015.0,26403498.0,Conference Proceeding,162,,,21927-21944,"Self-supervised language models are very effective at predicting high-level cortical responses during language comprehension. However, the best current models of lower-level auditory processing in the human brain rely on either hand-constructed acoustic filters or representations from supervised audio neural networks. In this work, we capitalize on the progress of self-supervised speech representation learning (SSL) to create new state-of-the-art models of the human auditory system. Compared against acoustic baselines, phonemic features, and supervised models, representations from the middle layers of self-supervised models (APC, wav2vec, wav2vec 2.0, and HuBERT) consistently yield the best prediction performance for fMRI recordings within the auditory cortex (AC). Brain areas involved in low-level auditory processing exhibit a preference for earlier SSL model layers, whereas higher-level semantic areas prefer later layers. We show that these trends are due to the models' ability to encode information at multiple linguistic levels (acoustic, phonetic, and lexical) along their representation depth. Overall, these results show that self-supervised models effectively capture the hierarchy of information relevant to different stages of speech processing in human cortex.",,19,0.0,,,APSF,,Alfred P. Sloan Foundation
2-s2.0-85204283578,,,,Self-supervised Weighted Information Bottleneck for Multi-view Clustering,cp,Conference Paper,Lou Z.,60018554,Zhengzhou University,Zhengzhou,China,6.0,"Lou, Zhengzheng;Zhang, Chaoyang;Xue, Hang;Ye, Yangdong;Zhou, Qinglei;Hu, Shizhe",36572300400;55703894300;59132190400;7401627537;24451497400;57201311056,60018554;60018554;60018554;60018554;60018554;60018554,2024-01-01,2024,Ijcai International Joint Conference on Artificial Intelligence,10450823.0,19400157504.0,,Conference Proceeding,,,,4643-4650,"Multi-view clustering (MVC) is a long-standing topic in machine learning and data mining community, focusing on investigating and utilizing the relationships among views for final consistent data cluster structure discovery. Generally, weighted MVC is one of the popular methods working by learning and applying the view weight/importance on each view for fully exploring the complementary information across views. However, most existing weighted MVCs only consider the quality of each view, ignoring the vital role of pseudo label self-supervision information in weight learning. In this work, we propose a novel self-supervised weighted information bottleneck (SWIB) method for solving the multi-view clustering problem. It combines the weighted information from different views based on information bottleneck theory, and the view weight learning mechanism is newly designed by simultaneously taking into accounting both the quality of view-contained information and the self-supervised information on the data partition of each view. Experimental results on multi-view text, multi-feature image, multi-angle video, and multi-modal text-image dataset as well as large-scale datasets show the superiority of the SWIB method. To our knowledge, this is the first work incorporating the self-supervised learning into weighted multi-view clustering.",,3,0.0,,,NSFC,62206254,National Natural Science Foundation of China
2-s2.0-85162639367,,,,Semantic Diffusion Network for Semantic Segmentation,cp,Conference Paper,Tan H.,60112903,"Baidu, Inc.",Beijing,China,3.0,"Tan, Haoru;Wu, Sitong;Pi, Jimin",57394051400;57224850055;57195220788,60112903;60112903;60112903,2022-01-01,2022,Advances in Neural Information Processing Systems,10495258.0,23669.0,,Conference Proceeding,35,,,,"Precise and accurate predictions over boundary areas are essential for semantic segmentation. However, the commonly-used convolutional operators tend to smooth and blur local detail cues, making it difficult for deep models to generate accurate boundary predictions. In this paper, we introduce an operator-level approach to enhance semantic boundary awareness, so as to improve the prediction of the deep semantic segmentation model. Specifically, we first formulate the boundary feature enhancement as an anisotropic diffusion process. We then propose a novel learnable approach called semantic diffusion network (SDN) to approximate the diffusion process, which contains a parameterized semantic difference convolution operator followed by a feature fusion module. Our SDN aims to construct a differentiable mapping from the original feature to the inter-class boundary-enhanced feature. The proposed SDN is an efficient and flexible module that can be easily plugged into existing encoder-decoder segmentation models. Extensive experiments show that our approach can achieve consistent improvements over several typical and state-of-the-art segmentation baseline models on challenging public benchmarks.",,32,0.0,,,,,
2-s2.0-85204308358,,,,SemanticMask: A Contrastive View Design for Anomaly Detection in Tabular Data,cp,Conference Paper,Tao S.,60003970;60117751,"Zhejiang University;College of Computer Science and Technology, Zhejiang University",Hangzhou;Hangzhou,China;China,4.0,"Tao, Shuting;Zhu, Tongtian;Wang, Hongwei;Meng, Xiangming",57216410699;57790287200;54785526500;56495966800,60117751-60003970;60117751;60117751-60003970;60117751-60003970,2024-01-01,2024,Ijcai International Joint Conference on Artificial Intelligence,10450823.0,19400157504.0,,Conference Proceeding,,,,2370-2378,"Contrastive learning based on data augmentation techniques has recently achieved substantial advancement in learning a representation well-suited for anomaly detection in image domain.However, due to the lack of spatial structure, designing effective data augmentation methods for tabular data remains challenging.Conventional techniques, such as random mask, disregard the inter-feature correlations and fail to accurately represent the data.To address this issue, we propose a novel augmentation technique called SemanticMask which leverages the semantic information from column names to generate better augmented views.SemanticMask aims to ensure that the shared information between views contains sufficient information for anomaly detection without redundancy.We analyze the relationship between shared information and anomaly detection performance and empirically demonstrate that good views for tabular anomaly detection tasks are feature-dependent.Our experiment results validate the superiority of SemanticMask over the state-of-the-art anomaly detection methods and existing augmentation techniques for tabular data.In further evaluations of the multi-class novelty detection task, SemanticMask also significantly outperforms the baseline.",,3,0.0,,,NSFC,62276230,National Natural Science Foundation of China
2-s2.0-85168010137,10.1609/aaai.v37i6.25890,,,Semi-Supervised Deep Regression with Uncertainty Consistency and Variational Model Ensembling via Bayesian Neural Networks,cp,Conference Paper,Dai W.,60008592,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,3.0,"Dai, Weihang;Li, Xiaomeng;Cheng, Kwang Ting",57387090900;57192493244;7402997957,60008592;60008592;60008592,2023-06-27,27 June 2023,Proceedings of the 37th Aaai Conference on Artificial Intelligence Aaai 2023,,21101170618.0,,Conference Proceeding,37,,,7304-7313,"Deep regression is an important problem with numerous applications. These range from computer vision tasks such as age estimation from photographs, to medical tasks such as ejection fraction estimation from echocardiograms for disease tracking. Semi-supervised approaches for deep regression are notably under-explored compared to classification and segmentation tasks, however. Unlike classification tasks, which rely on thresholding functions for generating class pseudo-labels, regression tasks use real number target predictions directly as pseudo-labels, making them more sensitive to prediction quality. In this work, we propose a novel approach to semi-supervised regression, namely Uncertainty-Consistent Variational Model Ensembling (UCVME), which improves training by generating high-quality pseudo-labels and uncertainty estimates for heteroscedastic regression. Given that aleatoric uncertainty is only dependent on input data by definition and should be equal for the same inputs, we present a novel uncertainty consistency loss for co-trained models. Our consistency loss significantly improves uncertainty estimates and allows higher quality pseudo-labels to be assigned greater importance under heteroscedastic regression. Furthermore, we introduce a novel variational model ensembling approach to reduce prediction noise and generate more robust pseudo-labels. We analytically show our method generates higher quality targets for unlabeled data and further improves training. Experiments show that our method outperforms state-of-the-art alternatives on different tasks and can be competitive with supervised methods that use full labels. Code is available at https://github.com/xmed-lab/UCVME.",,16,1.0,all publisherfullgold,All Open Access Gold,GRF,HCIC-004,Glaucoma Research Foundation
2-s2.0-85146274905,,,,Semiparametric Inference for Causal Effects in Graphical Models with Hidden Variables,ar,Article,Bhattacharya R.,60000928;60145911;60021497,Emory University;Whiting School of Engineering;Williams College,Atlanta;Baltimore;Williamstown,United States;United States;United States,3.0,"Bhattacharya, Rohit;Nabi, Razieh;Shpitser, Ilya",57190120426;57194652473;15056964800,60021497;60000928;60145911,2022-10-01,1 October 2022,Journal of Machine Learning Research,15324435.0,20969.0,15337928.0,Journal,23,,295,,"Identification theory for causal effects in causal models associated with hidden variable directed acyclic graphs (DAGs) is well studied. However, the corresponding algorithms are underused due to the complexity of estimating the identifying functionals they output. In this work, we bridge the gap between identification and estimation of population-level causal effects involving a single treatment and a single outcome. We derive influence function based estimators that exhibit double robustness for the identified effects in a large class of hidden variable DAGs where the treatment satisfies a simple graphical criterion; this class includes models yielding the adjustment and front-door functionals as special cases. We also provide necessary and sufficient conditions under which the statistical model of a hidden variable DAG is nonparametrically saturated and implies no equality constraints on the observed data distribution. Further, we derive an important class of hidden variable DAGs that imply observed data distributions observationally equivalent (up to equality constraints) to fully observed DAGs. In these classes of DAGs, we derive estimators that achieve the semiparametric efficiency bounds for the target of interest where the treatment satisfies our graphical criterion. Finally, we provide a sound and complete identification algorithm that directly yields a weight based estimation strategy for any identifiable effect in hidden variable causal models.",doubly robust estimation | efficient influence function | nonparametric saturation | Unmeasured confounding,17,0.0,,,,,
2-s2.0-85162169113,10.1613/jair.1.13970,,,Semiring Reasoning Frameworks in AI and Their Computational Complexity,ar,Article,Eiter T.,60018163,TU Wien,Vienna,Austria,2.0,"Eiter, Thomas;Kiesel, Rafael",7005085805;57216394393,60018163;60018163,2023-01-01,2023,Journal of Artificial Intelligence Research,10769757.0,24330.0,,Journal,77,,,207-293,"Many important problems in AI, among them #SAT, parameter learning and probabilistic inference go beyond the classical satisfiability problem. Here, instead of finding a solution we are interested in a quantity associated with the set of solutions, such as the number of solutions, the optimal solution or the probability that a query holds in a solution. To model such quantitative problems in a uniform manner, a number of frameworks, e.g. Algebraic Model Counting and Semiring-based Constraint Satisfaction Problems, employ what we call the semiring paradigm. In the latter the abstract algebraic structure of the semiring serves as a means of parameterizing the problem definition, thus allowing for different modes of quantitative computations by choosing different semirings. While efficiently solvable cases have been widely studied, a systematic study of the computational complexity of such problems depending on the semiring parameter is missing. In this work, we characterize the latter by NP(R), a novel generalization of NP over semiring R, and obtain NP(R)-completeness results for a selection of semiring frameworks. To obtain more tangible insights into the hardness of NP(R), we link it to well-known complexity classes from the literature. Interestingly, we manage to connect the computational hardness to properties of the semiring. Using this insight, we see that, on the one hand, NP(R) is always at least as hard as NP or ModpP depending on the semiring R and in general unlikely to be in FPSpace(poly). On the other hand, for broad subclasses of semirings relevant in practice we can employ reductions to NP, ModpP and #P. These results show that in many cases solutions are only mildly harder to compute than functions in NP, ModpP and #P, give us new insights into how problems that involve counting on semirings can be approached, and provide a means of assessing whether an algorithm is appropriate for a given class of problems.",,4,1.0,all publisherfullgold,All Open Access Gold,FWF,W1255-N23,Austrian Science Fund
2-s2.0-85204306920,,,,Sentence-Level or Token-Level? A Comprehensive Study on Knowledge Distillation,cp,Conference Paper,Wei J.,60027363;60019118;60008227,University of Chinese Academy of Sciences;University of Science and Technology of China;Shenyang Institute of Computing Technology Chinese Academy of Sciences,Beijing;Hefei;Shenyang,China;China;China,6.0,"Wei, Jingxuan;Sun, Linzhuang;Leng, Yichong;Tan, Xu;Yu, Bihui;Guo, Ruifeng",57222556629;58515248400;57216622850;57204467223;57221978081;35233558200,60008227-60027363;60008227-60027363;60019118;;60008227-60027363;60008227-60027363,2024-01-01,2024,Ijcai International Joint Conference on Artificial Intelligence,10450823.0,19400157504.0,,Conference Proceeding,,,,6531-6540,"Knowledge distillation, transferring knowledge from a teacher model to a student model, has emerged as a powerful technique in neural machine translation for compressing models or simplifying training targets. Knowledge distillation encompasses two primary methods: sentence-level distillation and token-level distillation. In sentence-level distillation, the student model is trained to align with the output of the teacher model, which can alleviate the training difficulty and give student model a comprehensive understanding of global structure. Differently, token-level distillation requires the student model to learn the output distribution of the teacher model, facilitating a more fine-grained transfer of knowledge. Studies have revealed divergent performances between sentence-level and token-level distillation across different scenarios, leading to the confusion on the empirical selection of knowledge distillation methods. In this study, we argue that token-level distillation, with its more complex objective (i.e., distribution), is better suited for “simple” scenarios, while sentence-level distillation excels in “complex” scenarios. To substantiate our hypothesis, we systematically analyze the performance of distillation methods by varying the model size of student models, the complexity of text, and the difficulty of decoding procedure. While our experimental results validate our hypothesis, defining the complexity level of a given scenario remains a challenging task. So we further introduce a novel hybrid method that combines token-level and sentence-level distillation through a gating mechanism, aiming to leverage the advantages of both individual methods. Experiments demonstrate that the hybrid method surpasses the performance of token-level or sentence-level distillation methods and the previous works by a margin, demonstrating the effectiveness of the proposed hybrid method.",,4,0.0,,,,2022JH2/101300258,
2-s2.0-85137879357,10.1609/aaai.v36i9.21190,,,Shaping Noise for Robust Attributions in Neural Stochastic Differential Equations,cp,Conference Paper,Jha S.K.,60028609;60154598;60000461;60143652;60011972,Argonne National Laboratory;College of Engineering and Computer Science;SRI International;Department of Computer Science;Air Force Research Laboratory Information Directorate,Lemont;Orlando;Menlo Park;San Antonio;Rome,United States;United States;United States;United States;United States,5.0,"Jha, Sumit Kumar;Ewetz, Rickard;Velasquez, Alvaro;Ramanathan, Arvind;Jha, Susmit",57218716753;55641700700;56404337600;57204334274;23476883200,60143652;60154598;60011972;60028609;60000461,2022-06-30,30 June 2022,Proceedings of the 36th Aaai Conference on Artificial Intelligence Aaai 2022,,21101133594.0,,Conference Proceeding,36,,,9567-9574,"Neural SDEs with Brownian motion as noise lead to smoother attributions than traditional ResNets. Various attribution methods such as saliency maps, integrated gradients, DeepSHAP and DeepLIFT have been shown to be more robust for neural SDEs than for ResNets using the recently proposed sensitivity metric. In this paper, we show that neural SDEs with adaptive attribution-driven noise lead to even more robust attributions and smaller sensitivity metrics than traditional neural SDEs with Brownian motion as noise. In particular, attribution-driven shaping of noise leads to 6.7%, 6.9% and 19.4% smaller sensitivity metric for integrated gradients computed on three discrete approximations of neural SDEs with standard Brownian motion noise: stochastic ResNet-50, WideResNet-101 and ResNeXt-101 models respectively. The neural SDE model with adaptive attribution-driven noise leads to 25.7% and 4.8% improvement in the SIC metric over traditional ResNets and Neural SDEs with Brownian motion as noise. To the best of our knowledge, we are the first to propose the use of attributions for shaping the noise injected in neural SDEs, and demonstrate that this process leads to more robust attributions than traditional neural SDEs with standard Brownian motion as noise.",,11,1.0,all publisherfullgold,All Open Access Gold,,,
2-s2.0-85189650112,10.1609/aaai.v38i16.29781,,,ShareBERT: Embeddings Are Capable of Learning Hidden Layers,cp,Conference Paper,Hu J.C.,60004591,Università degli Studi di Modena e Reggio Emilia,Modena,Italy,4.0,"Hu, Jia Cheng;Cavicchioli, Roberto;Berardinelli, Giulia;Capotondi, Alessandro",57213146696;55061566600;58738383700;55825787600,60004591;60004591;60004591;60004591,2024-03-25,25 March 2024,Proceedings of the Aaai Conference on Artificial Intelligence,21595399.0,21101185504.0,23743468.0,Conference Proceeding,38,16.0,,18225-18233,"The deployment of Pre-trained Language Models in memory-limited devices is hindered by their massive number of parameters, which motivated the interest in developing smaller architectures. Established works in the model compression literature showcased that small models often present a noticeable performance degradation and need to be paired with transfer learning methods, such as Knowledge Distillation. In this work, we propose a parameter-sharing method that consists of sharing parameters between embeddings and the hidden layers, enabling the design of near-zero parameter encoders. To demonstrate its effectiveness, we present an architecture design called ShareBERT, which can preserve up to 95.5% of BERT Base performances, using only 5M parameters (21.9× fewer parameters) without the help of Knowledge Distillation. We demonstrate empirically that our proposal does not negatively affect the model learning capabilities and that it is even beneficial for representation learning. Code will be available at https://github.com/jchenghu/sharebert.",,2,1.0,all publisherfullgold repository repositoryam,All Open Access Gold Green,,101120726,
2-s2.0-85137900889,10.24963/ijcai.2022/640,,,Shared Autonomy Systems with Stochastic Operator Models,cp,Conference Paper,Costen C.,60026851,University of Oxford,Oxford,United Kingdom,4.0,"Costen, Clarissa;Rigter, Marc;Lacerda, Bruno;Hawes, Nick",57888747600;57207877670;54793193300;14041693100,60026851;60026851;60026851;60026851,2022-01-01,2022,Ijcai International Joint Conference on Artificial Intelligence,10450823.0,19400157504.0,,Conference Proceeding,,,,4614-4620,"We consider shared autonomy systems where multiple operators (AI and human), can interact with the environment, e.g. by controlling a robot. The decision problem for the shared autonomy system is to select which operator takes control at each timestep, such that a reward specifying the intended system behaviour is maximised. The performance of the human operator is influenced by unobserved factors, such as fatigue or skill level. Therefore, the system must reason over stochastic models of operator performance. We present a framework for stochastic operators in shared autonomy systems (SO-SAS), where we represent operators using rich, partially observable models. We formalise SO-SAS as a mixed-observability Markov decision process, where environment states are fully observable and internal operator states are hidden. We test SO-SAS on a simulated domain and a computer game, empirically showing it results in better performance compared to traditional formulations of shared autonomy systems.",,9,1.0,all publisherfree2read,All Open Access Bronze,Dstl,EP/V000748/1,Defence Science and Technology Laboratory
2-s2.0-85137865094,10.24963/ijcai.2022/106,,,Shielding Federated Learning: Robust Aggregation with Adaptive Client Selection,cp,Conference Paper,Wan W.,60025761;60018805;127686813;132110527;132111365;132111540,Huazhong University of Science and Technology;Deakin University;Hubei Engineering Research Center on Big Data Security;National Engineering Research Center for Big Data Technology and System;Services Computing Technology and System Lab;Cluster and Grid Computing Lab,Wuhan;Geelong;;;;,China;Australia;China;;;,6.0,"Wan, Wei;Hu, Shengshan;Lu, Jianrong;Zhang, Leo Yu;Jin, Hai;He, Yuanyuan",57345317300;57020312600;57345008500;57249742600;56434989100;57085469800,60025761-132110527-132111365-127686813;60025761-132110527-132111365-127686813;60025761-132110527-132111365-127686813;60018805;60025761-132110527-132111365-132111540;60025761,2022-01-01,2022,Ijcai International Joint Conference on Artificial Intelligence,10450823.0,19400157504.0,,Conference Proceeding,,,,753-760,"Federated learning (FL) enables multiple clients to collaboratively train an accurate global model while protecting clients' data privacy. However, FL is susceptible to Byzantine attacks from malicious participants. Although the problem has gained significant attention, existing defenses have several flaws: the server irrationally chooses malicious clients for aggregation even after they have been detected in previous rounds; the defenses perform ineffectively against sybil attacks or in the heterogeneous data setting. To overcome these issues, we propose MAB-RFL, a new method for robust aggregation in FL. By modelling the client selection as an extended multi-armed bandit (MAB) problem, we propose an adaptive client selection strategy to choose honest clients that are more likely to contribute high-quality updates. We then propose two approaches to identify malicious updates from sybil and non-sybil attacks, based on which rewards for each client selection decision can be accurately evaluated to discourage malicious behaviors. MAB-RFL achieves a satisfying balance between exploration and exploitation on the potential benign clients. Extensive experimental results show that MAB-RFL outperforms existing defenses in three attack scenarios under different percentages of attackers.",,24,1.0,all publisherfree2read repository repositoryam,All Open Access Bronze Green,NSFC,61702221,National Natural Science Foundation of China
