source,year,title,authors,keywords,index,pdf_path,awards,theoretical,implementation_url,public_datasets,total_datasets,Implementation,Data,Configuration,Experimental Procedure,Expertise
JMLR,2022,A Worst Case Analysis of Calibrated Label Ranking Multi-label Classification Method,"Lucas Henrique Sousa Mello, Flávio Miguel Varejão, Alexandre Loureiros Rodrigues",Keywords:,19918,JMLR/2022/Proceedings/19918 - A Worst Case Analysis of Calibrated Label Ranking Multi-label Classification Method.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2022,D-GCCA: Decomposition-based Generalized Canonical Correlation Analysis for Multi-view High-dimensional Data,"Hai Shu, Zhe Qu, Hongtu Zhu",Keywords:,20021,JMLR/2022/Proceedings/20021 - D-GCCA: Decomposition-based Generalized Canonical Correlation Analysis for Multi-view High-dimensional Data.pdf,,False,True,2,2,2,5,5,1,8
JMLR,2022,CD-split and HPD-split: Efficient Conformal Regions in High Dimensions,"Rafael Izbicki, Gilson Shimizu, Rafael B. Stern",Keywords:,20797,JMLR/2022/Proceedings/20797 - CD-split and HPD-split: Efficient Conformal Regions in High Dimensions.pdf,,False,True,1,1,1,1,1,3,6
JMLR,2022,Underspecification Presents Challenges for Credibility in Modern Machine Learning,"Alexander D'Amour, Katherine Heller, Dan Moldovan, Ben Adlam, Babak Alipanahi, Alex Beutel, Christina Chen, Jonathan Deaton, Jacob Eisenstein, Matthew D. Hoffman, Farhad Hormozdiari, Neil Houlsby, Shaobo Hou, Ghassen Jerfel, Alan Karthikesalingam, Mario Lucic, Yian Ma, Cory McLean, Diana Mincu, Akinori Mitani, Andrea Montanari, Zachary Nado, Vivek Natarajan, Christopher Nielson, Thomas F. Osborne, Rajiv Raman, Kim Ramasamy, Rory Sayres, Jessica Schrouff, Martin Seneviratne, Shannon Sequeira, Harini Suresh, Victor Veitch, Max Vladymyrov, Xuezhi Wang, Kellie Webster, Steve Yadlowsky, Taedong Yun, Xiaohua Zhai, D. Sculley",Keywords:,201335,JMLR/2022/Proceedings/201335 - Underspecification Presents Challenges for Credibility in Modern Machine Learning.pdf,,False,False,4,5,10,5,4,1,5
JMLR,2022,"Multi-Agent Online Optimization with Delays: Asynchronicity, Adaptivity, and Optimism","Yu-Guan Hsieh, Franck Iutzeler, Jérôme Malick, Panayotis Mertikopoulos",Keywords:,201393,"JMLR/2022/Proceedings/201393 - Multi-Agent Online Optimization with Delays: Asynchronicity, Adaptivity, and Optimism.pdf",,True,False,0,0,1,1,1,1,10
JMLR,2022,Three rates of convergence or separation via U-statistics in a dependent framework,"Quentin Duchemin, Yohann De Castro, Claire Lacour",Keywords:,210819,JMLR/2022/Proceedings/210819 - Three rates of convergence or separation via U-statistics in a dependent framework.pdf,,False,True,1,1,3,1,1,1,7
JMLR,2022,Adaptive Greedy Algorithm for Moderately Large Dimensions in Kernel Conditional Density Estimation,"Minh-Lien Jeanne Nguyen, Claire Lacour, Vincent Rivoirard",Keywords:,210582,JMLR/2022/Proceedings/210582 - Adaptive Greedy Algorithm for Moderately Large Dimensions in Kernel Conditional Density Estimation.pdf,,False,False,1,1,9,6,1,1,9
JMLR,2022,Sampling Permutations for Shapley Value Estimation,"Rory Mitchell, Joshua Cooper, Eibe Frank, Geoffrey Holmes",Keywords:,210439,JMLR/2022/Proceedings/210439 - Sampling Permutations for Shapley Value Estimation.pdf,,False,False,7,7,10,3,3,1,8
JMLR,2022,Bayesian Multinomial Logistic Normal Models through Marginally Latent Matrix-T Processes,"Justin D. Silverman, Kimberly Roche, Zachary C. Holmes, Lawrence A. David, Sayan Mukherjee",Keywords:,19882,JMLR/2022/Proceedings/19882 - Bayesian Multinomial Logistic Normal Models through Marginally Latent Matrix-T Processes.pdf,,False,True,2,2,2,2,3,1,7
JMLR,2022,Network Regression with Graph Laplacians,"Yidong Zhou, Hans-Georg Müller",Keywords:,220681,JMLR/2022/Proceedings/220681 - Network Regression with Graph Laplacians.pdf,,False,True,6,6,2,1,3,1,7
JMLR,2022,Greedification Operators for Policy Optimization: Investigating Forward and Reverse KL Divergences,"Alan Chan, Hugo Silva, Sungsu Lim, Tadashi Kozuno, A. Rupam Mahmood, Martha White",Keywords:,21054,JMLR/2022/Proceedings/21054 - Greedification Operators for Policy Optimization: Investigating Forward and Reverse KL Divergences.pdf,,False,False,6,6,8,4,3,1,9
JMLR,2022,Statistical Optimality and Computational Efficiency of Nystrom Kernel PCA,"Nicholas Sterge, Bharath K. Sriperumbudur",Keywords:,210766,JMLR/2022/Proceedings/210766 - Statistical Optimality and Computational Efficiency of Nystrom Kernel PCA.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2022,Improved Generalization Bounds for Adversarially Robust Learning,"Idan Attias, Aryeh Kontorovich, Yishay Mansour",Keywords:,201353,JMLR/2022/Proceedings/201353 - Improved Generalization Bounds for Adversarially Robust Learning.pdf,,True,False,0,0,1,1,1,1,9
JMLR,2022,SGD with Coordinate Sampling: Theory and Practice,"Rémi Leluc, François Portier",Keywords:,211240,JMLR/2022/Proceedings/211240 - SGD with Coordinate Sampling: Theory and Practice.pdf,,False,True,3,3,2,3,4,1,5
JMLR,2022,Asymptotic Study of Stochastic Adaptive Algorithms in Non-convex Landscape,"Sébastien Gadat, Ioana Gavra",Keywords:,201407,JMLR/2022/Proceedings/201407 - Asymptotic Study of Stochastic Adaptive Algorithms in Non-convex Landscape.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2022,Mappings for Marginal Probabilities with Applications to Models in Statistical Physics,Mehdi Molkaraie,Keywords:,210200,JMLR/2022/Proceedings/210200 - Mappings for Marginal Probabilities with Applications to Models in Statistical Physics.pdf,,False,False,1,1,9,5,5,1,10
JMLR,2022,Intrinsically Motivated Goal Exploration Processes with Automatic Curriculum Learning,"Sébastien Forestier, Rémy Portelas, Yoan Mollard, Pierre-Yves Oudeyer",Keywords:,210808,JMLR/2022/Proceedings/210808 - Intrinsically Motivated Goal Exploration Processes with Automatic Curriculum Learning.pdf,,False,True,1,3,2,4,5,2,9
JMLR,2022,Semiparametric Inference For Causal Effects In Graphical Models With Hidden Variables,"Rohit Bhattacharya, Razieh Nabi, Ilya Shpitser",Keywords:,20296,JMLR/2022/Proceedings/20296 - Semiparametric Inference For Causal Effects In Graphical Models With Hidden Variables.pdf,,False,True,1,1,1,6,1,2,6
JMLR,2022,ALMA: Alternating Minimization Algorithm for Clustering Mixture Multilayer Network,"Xing Fan, Marianna Pensky, Feng Yu, Teng Zhang",Keywords:,210182,JMLR/2022/Proceedings/210182 - ALMA: Alternating Minimization Algorithm for Clustering Mixture Multilayer Network.pdf,,False,False,3,3,10,4,1,1,8
JMLR,2022,Generalized Ambiguity Decomposition for Ranking Ensemble Learning,"Hongzhi Liu, Yingpeng Du, Zhonghai Wu",Keywords:,20843,JMLR/2022/Proceedings/20843 - Generalized Ambiguity Decomposition for Ranking Ensemble Learning.pdf,,False,False,4,4,10,1,2,1,8
JMLR,2022,Learning linear non-Gaussian directed acyclic graph with diverging number of nodes,"Ruixuan Zhao, Xin He, Junhui Wang",Keywords:,211173,JMLR/2022/Proceedings/211173 - Learning linear non-Gaussian directed acyclic graph with diverging number of nodes.pdf,,False,False,2,2,8,4,1,1,7
JMLR,2022,Theoretical Convergence of Multi-Step Model-Agnostic Meta-Learning,"Kaiyi Ji, Junjie Yang, Yingbin Liang",Keywords:,20720,JMLR/2022/Proceedings/20720 - Theoretical Convergence of Multi-Step Model-Agnostic Meta-Learning.pdf,,True,False,0,0,1,1,1,1,9
JMLR,2022,Community detection in sparse latent space models,"Fengnan Gao, Zongming Ma, Hongsong Yuan",Keywords:,201036,JMLR/2022/Proceedings/201036 - Community detection in sparse latent space models.pdf,,False,False,6,6,10,4,2,1,8
JMLR,2022,Novel Min-Max Reformulations of Linear Inverse Problems,"Mohammed Rayyan Sheriff, Debasish Chatterjee",Keywords:,20707,JMLR/2022/Proceedings/20707 - Novel Min-Max Reformulations of Linear Inverse Problems.pdf,,False,False,3,3,9,4,3,2,8
JMLR,2022,Bounding the Error of Discretized Langevin Algorithms for Non-Strongly Log-Concave Targets,"Arnak S. Dalalyan, Avetik Karagulyan, Lionel Riou-Durand",Keywords:,20655,JMLR/2022/Proceedings/20655 - Bounding the Error of Discretized Langevin Algorithms for Non-Strongly Log-Concave Targets.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2022,Approximation and Optimization Theory for Linear Continuous-Time Recurrent Neural Networks,"Zhong Li, Jiequn Han, Weinan E, Qianxiao Li",Keywords:,210368,JMLR/2022/Proceedings/210368 - Approximation and Optimization Theory for Linear Continuous-Time Recurrent Neural Networks.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2022,Project and Forget: Solving Large-Scale Metric Constrained Problems,"Rishi Sonthalia, Anna C. Gilbert",Keywords:,201424,JMLR/2022/Proceedings/201424 - Project and Forget: Solving Large-Scale Metric Constrained Problems.pdf,,False,True,5,5,3,2,3,1,9
JMLR,2022,Clustering with Semidefinite Programming and Fixed Point Iteration,"Pedro Felzenszwalb, Caroline Klivans, Alice Paul",Keywords:,210402,JMLR/2022/Proceedings/210402 - Clustering with Semidefinite Programming and Fixed Point Iteration.pdf,,False,False,2,2,8,4,1,1,8
JMLR,2022,Jump Gaussian Process Model for Estimating Piecewise Continuous Regression Functions,Chiwoo Park,Keywords:,211472,JMLR/2022/Proceedings/211472 - Jump Gaussian Process Model for Estimating Piecewise Continuous Regression Functions.pdf,,False,True,9,9,3,2,9,1,8
JMLR,2023,Non-Asymptotic Guarantees for Robust Statistical Learning under Infinite Variance Assumption,"Lihu Xu, Fang Yao, Qiuran Yao, Huiming Zhang",Keywords:,220034,JMLR/2023/Proceedings/220034 - Non-Asymptotic Guarantees for Robust Statistical Learning under Infinite Variance Assumption.pdf,,False,False,4,4,8,4,3,1,8
JMLR,2023,Non-stationary Online Learning with Memory and Non-stochastic Control,"Peng Zhao, Yu-Hu Yan, Yu-Xiang Wang, Zhi-Hua Zhou",Keywords:,220218,JMLR/2023/Proceedings/220218 - Non-stationary Online Learning with Memory and Non-stochastic Control.pdf,,False,False,2,3,10,8,8,1,9
JMLR,2023,Random Feature Amplification: Feature Learning and Generalization in Neural Networks,"Spencer Frei, Niladri S. Chatterji, Peter L. Bartlett",Keywords:,221132,JMLR/2023/Proceedings/221132 - Random Feature Amplification: Feature Learning and Generalization in Neural Networks.pdf,,True,False,0,0,1,1,1,1,9
JMLR,2023,Partial Order in Chaos: Consensus on Feature Attributions in the Rashomon Set,"Gabriel Laberge, Yann Pequignot, Alexandre Mathieu, Foutse Khomh, Mario Marchand",Keywords:,230149,JMLR/2023/Proceedings/230149 - Partial Order in Chaos: Consensus on Feature Attributions in the Rashomon Set.pdf,,False,True,3,3,1,2,8,3,7
JMLR,2023,Dimension Reduction and MARS,"Yu Liu LIU, Degui Li, Yingcun Xia",Keywords:,221422,JMLR/2023/Proceedings/221422 - Dimension Reduction and MARS.pdf,,False,True,8,8,2,2,6,1,7
JMLR,2023,MultiZoo and MultiBench: A Standardized Toolkit for Multimodal Deep Learning,"Paul Pu Liang, Yiwei Lyu, Xiang Fan, Arav Agarwal, Yun Cheng, Louis-Philippe Morency, Ruslan Salakhutdinov",Keywords:,221021,JMLR/2023/Proceedings/221021 - MultiZoo and MultiBench: A Standardized Toolkit for Multimodal Deep Learning.pdf,,True,True,0,0,1,1,1,1,1
JMLR,2023,Kernel-based estimation for partially  functional linear model: Minimax rates and  randomized sketches,"Shaogao Lv, Xin He, Junhui Wang",Keywords:,201461,JMLR/2023/Proceedings/201461 - Kernel-based estimation for partially  functional linear model: Minimax rates and  randomized sketches.pdf,,False,False,2,2,10,6,5,2,7
JMLR,2023,The Brier Score under Administrative Censoring: Problems and a Solution,"Håvard Kvamme, Ørnulf Borgan",Keywords:,191030,JMLR/2023/Proceedings/191030 - The Brier Score under Administrative Censoring: Problems and a Solution.pdf,,False,True,2,2,1,1,4,1,6
JMLR,2023,Bayes-Newton Methods for Approximate Bayesian Inference with PSD Guarantees,"William J. Wilkinson, Simo Särkkä, Arno Solin",Keywords:,211298,JMLR/2023/Proceedings/211298 - Bayes-Newton Methods for Approximate Bayesian Inference with PSD Guarantees.pdf,,False,True,1,1,1,1,4,3,9
JMLR,2023,Tree-AMP: Compositional Inference with Tree Approximate Message Passing,"Antoine Baker, Florent Krzakala, Benjamin Aubin, Lenka Zdeborová",Keywords:,20695,JMLR/2023/Proceedings/20695 - Tree-AMP: Compositional Inference with Tree Approximate Message Passing.pdf,,False,True,3,3,1,3,1,1,4
JMLR,2023,Adaptive False Discovery Rate Control with Privacy Guarantee,"Xintao Xia, Zhanrui Cai",Keywords:,230039,JMLR/2023/Proceedings/230039 - Adaptive False Discovery Rate Control with Privacy Guarantee.pdf,,False,False,2,2,9,4,1,1,7
JMLR,2023,T-Cal: An Optimal Test for the Calibration of Predictive Models,"Donghwan Lee, Xinmeng Huang, Hamed Hassani, Edgar Dobriban",Keywords:,220320,JMLR/2023/Proceedings/220320 - T-Cal: An Optimal Test for the Calibration of Predictive Models.pdf,,False,True,4,4,1,4,1,1,7
JMLR,2023,Large data limit of the MBO scheme for data clustering: convergence of the dynamics,"Tim Laux, Jona Lelmi",Keywords:,221089,JMLR/2023/Proceedings/221089 - Large data limit of the MBO scheme for data clustering: convergence of the dynamics.pdf,,True,False,0,0,1,1,1,1,9
JMLR,2023,Surrogate Assisted Semi-supervised Inference for High Dimensional Risk Prediction,"Jue Hou, Zijian Guo, Tianxi Cai",Keywords:,211075,JMLR/2023/Proceedings/211075 - Surrogate Assisted Semi-supervised Inference for High Dimensional Risk Prediction.pdf,,False,False,2,2,10,5,10,3,10
JMLR,2023,Radial Basis Approximation of Tensor Fields on Manifolds: From Operator Estimation to Manifold Learning,"John Harlim, Shixiao Willing Jiang, John Wilson Peoples",Keywords:,221193,JMLR/2023/Proceedings/221193 - Radial Basis Approximation of Tensor Fields on Manifolds: From Operator Estimation to Manifold Learning.pdf,,False,False,6,6,8,6,8,3,10
JMLR,2023,Interpretable and Fair Boolean Rule Sets via Column Generation,"Connor Lawless, Sanjeeb Dash, Oktay Gunluk, Dennis Wei",Keywords:,220880,JMLR/2023/Proceedings/220880 - Interpretable and Fair Boolean Rule Sets via Column Generation.pdf,,False,False,16,16,10,2,3,1,8
JMLR,2023,Multi-Consensus Decentralized Accelerated Gradient Descent,"Haishan Ye, Luo Luo, Ziang Zhou, Tong Zhang",Keywords:,221210,JMLR/2023/Proceedings/221210 - Multi-Consensus Decentralized Accelerated Gradient Descent.pdf,,False,False,1,1,10,4,1,1,8
JMLR,2023,Efficient Structure-preserving Support Tensor Train Machine,"Kirandeep Kour, Sergey Dolgov, Martin Stoll, Peter Benner",Keywords:,201310,JMLR/2023/Proceedings/201310 - Efficient Structure-preserving Support Tensor Train Machine.pdf,,False,True,4,4,3,2,3,1,7
JMLR,2023,Bayesian Spiked Laplacian Graphs,"Leo L Duan, George Michailidis, Mingzhou Ding",Keywords:,201206,JMLR/2023/Proceedings/201206 - Bayesian Spiked Laplacian Graphs.pdf,,False,True,2,2,2,2,1,1,7
JMLR,2023,"On Unbalanced Optimal Transport: Gradient Methods, Sparsity and Approximation Error","Quang Minh Nguyen, Hoang H. Nguyen, Yi Zhou, Lam M. Nguyen",Keywords:,221158,"JMLR/2023/Proceedings/221158 - On Unbalanced Optimal Transport: Gradient Methods, Sparsity and Approximation Error.pdf",,False,False,2,2,10,4,3,2,9
JMLR,2023,A Unified Theory of Diversity in Ensemble Learning,"Danny Wood, Tingting Mu, Andrew M. Webb, Henry W. J. Reeve, Mikel Luján, Gavin Brown",Keywords:,230041,JMLR/2023/Proceedings/230041 - A Unified Theory of Diversity in Ensemble Learning.pdf,,False,True,2,2,1,4,1,1,4
JMLR,2023,Implicit Regularization and Entrywise Convergence of Riemannian Optimization  for Low Tucker-Rank Tensor Completion,"Haifeng Wang, Jinchi Chen, Ke Wei",Keywords:,221256,JMLR/2023/Proceedings/221256 - Implicit Regularization and Entrywise Convergence of Riemannian Optimization  for Low Tucker-Rank Tensor Completion.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2023,Incremental Learning in Diagonal Linear Networks,Raphaël Berthier,Keywords:,221395,JMLR/2023/Proceedings/221395 - Incremental Learning in Diagonal Linear Networks.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2023,Euler-Lagrange Analysis of Generative Adversarial Networks,"Siddarth Asokan, Chandra Sekhar Seelamantula",Keywords:,201390,JMLR/2023/Proceedings/201390 - Euler-Lagrange Analysis of Generative Adversarial Networks.pdf,,False,True,6,6,2,4,4,3,7
JMLR,2023,Bandit problems with fidelity rewards,"Gábor Lugosi, Ciara Pike-Burke, Pierre-André Savalle",Keywords:,211408,JMLR/2023/Proceedings/211408 - Bandit problems with fidelity rewards.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2023,A Unified Framework for Optimization-Based Graph Coarsening,"Manoj Kumar, Anurag Sharma, Sandeep Kumar",Keywords:,221085,JMLR/2023/Proceedings/221085 - A Unified Framework for Optimization-Based Graph Coarsening.pdf,,False,True,11,11,2,4,3,1,6
JMLR,2023,"Ridges, Neural Networks, and the Radon Transform",Michael Unser,Keywords:,220227,"JMLR/2023/Proceedings/220227 - Ridges, Neural Networks, and the Radon Transform.pdf",,True,False,0,0,1,1,1,1,10
JMLR,2023,Quasi-Equivalence between Width and Depth of Neural Networks,"Fenglei Fan, Rongjie Lai, Ge Wang",Keywords:,210579,JMLR/2023/Proceedings/210579 - Quasi-Equivalence between Width and Depth of Neural Networks.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2023,Least Squares Model Averaging for Distributed Data,"Haili Zhang, Zhaobo Liu, Guohua Zou",Keywords:,220511,JMLR/2023/Proceedings/220511 - Least Squares Model Averaging for Distributed Data.pdf,,False,False,2,2,10,4,1,1,7
JMLR,2023,Principled Out-of-Distribution Detection via Multiple Testing,"Akshayaa Magesh, Venugopal V. Veeravalli, Anirban Roy, Susmit Jha",Keywords:,230838,JMLR/2023/Proceedings/230838 - Principled Out-of-Distribution Detection via Multiple Testing.pdf,,False,False,4,4,8,5,1,1,8
JMLR,2023,Statistical Robustness of Empirical Risks in Machine Learning,"Shaoyan Guo, Huifu Xu, Liwei Zhang",Keywords:,201039,JMLR/2023/Proceedings/201039 - Statistical Robustness of Empirical Risks in Machine Learning.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2023,Sparse GCA and Thresholded Gradient Descent,"Sheng Gao, Zongming Ma",Keywords:,210745,JMLR/2023/Proceedings/210745 - Sparse GCA and Thresholded Gradient Descent.pdf,,False,False,1,1,10,6,3,1,9
JMLR,2023,Leaky Hockey Stick Loss: The First Negatively Divergent Margin-based Loss Function for Classification,"Oh-Ran Kwon, Hui Zou",Keywords:,221104,JMLR/2023/Proceedings/221104 - Leaky Hockey Stick Loss: The First Negatively Divergent Margin-based Loss Function for Classification.pdf,,False,True,16,16,2,3,4,1,6
JMLR,2023,A Bayesian Bradley-Terry model to compare multiple ML algorithms on multiple data sets,Jacques Wainer,Keywords:,220907,JMLR/2023/Proceedings/220907 - A Bayesian Bradley-Terry model to compare multiple ML algorithms on multiple data sets.pdf,,False,True,1,1,1,1,10,1,6
JMLR,2023,Improving multiple-try Metropolis with local balancing,"Philippe Gagnon, Florian Maire, Giacomo Zanella",Keywords:,221351,JMLR/2023/Proceedings/221351 - Improving multiple-try Metropolis with local balancing.pdf,,False,True,2,2,2,2,6,3,9
JMLR,2023,Quantus: An Explainable AI Toolkit for Responsible Evaluation of Neural Network Explanations and Beyond,"Anna Hedström, Leander Weber, Daniel Krakowczyk, Dilyara Bareeva, Franz Motzkus, Wojciech Samek, Sebastian Lapuschkin, Marina M.-C. Höhne",Keywords:,220142,JMLR/2023/Proceedings/220142 - Quantus: An Explainable AI Toolkit for Responsible Evaluation of Neural Network Explanations and Beyond.pdf,,True,True,0,0,1,1,1,1,1
JMLR,2023,Learning Optimal Group-structured Individualized Treatment Rules with Many Treatments,"Haixu Ma, Donglin Zeng, Yufeng Liu",Keywords:,220520,JMLR/2023/Proceedings/220520 - Learning Optimal Group-structured Individualized Treatment Rules with Many Treatments.pdf,,False,False,1,1,10,4,3,4,8
JMLR,2023,Exploiting Discovered Regression Discontinuities to Debias Conditioned-on-observable Estimators,"Benjamin Jakubowski, Sriram Somanchi, Edward McFowland III, Daniel B. Neill",Keywords:,210670,JMLR/2023/Proceedings/210670 - Exploiting Discovered Regression Discontinuities to Debias Conditioned-on-observable Estimators.pdf,,False,True,3,3,1,1,3,1,8
JMLR,2023,Learning-augmented count-min sketches via Bayesian nonparametrics,"Emanuele Dolera, Stefano Favaro, Stefano Peluchetti",Keywords:,210096,JMLR/2023/Proceedings/210096 - Learning-augmented count-min sketches via Bayesian nonparametrics.pdf,,False,False,5,5,9,3,8,1,10
JMLR,2023,Knowledge Hypergraph Embedding Meets Relational Algebra,"Bahare Fatemi, Perouz Taslakian, David Vazquez, David Poole",Keywords:,22063,JMLR/2023/Proceedings/22063 - Knowledge Hypergraph Embedding Meets Relational Algebra.pdf,,False,True,4,4,2,2,3,2,4
JMLR,2023,The Measure and Mismeasure of Fairness,"Sam Corbett-Davies, Johann D. Gaebler, Hamed Nilforoshan, Ravi Shroff, Sharad Goel",Keywords:,221511,JMLR/2023/Proceedings/221511 - The Measure and Mismeasure of Fairness.pdf,,False,True,2,2,3,2,1,2,5
JMLR,2023,MMD Aggregated Two-Sample Test,"Antonin Schrab, Ilmun Kim, Mélisande Albert, Béatrice Laurent, Benjamin Guedj, Arthur Gretton",Keywords:,211289,JMLR/2023/Proceedings/211289 - MMD Aggregated Two-Sample Test.pdf,,False,True,2,2,2,3,4,2,6
JMLR,2023,Gap Minimization for Knowledge Sharing and Transfer,"Boyu Wang, Jorge A. Mendez, Changjian Shui, Fan Zhou, Di Wu, Gezheng Xu, Christian Gagné, Eric Eaton",Keywords:,220099,JMLR/2023/Proceedings/220099 - Gap Minimization for Knowledge Sharing and Transfer.pdf,,False,True,7,7,1,3,1,1,6
JMLR,2023,Generic Unsupervised Optimization for a Latent Variable Model With Exponential Family Observables,"Hamid Mousavi, Jakob Drefs, Florian Hirschberger, Jörg Lücke",Keywords:,220359,JMLR/2023/Proceedings/220359 - Generic Unsupervised Optimization for a Latent Variable Model With Exponential Family Observables.pdf,,False,True,3,3,1,2,1,6,8
JMLR,2023,Sparse Markov Models for High-dimensional Inference,"Guilherme Ost, Daniel Y. Takahashi",Keywords:,220266,JMLR/2023/Proceedings/220266 - Sparse Markov Models for High-dimensional Inference.pdf,,False,True,2,2,5,2,6,1,8
JMLR,2023,"Labels, Information, and Computation: Efficient Learning Using Sufficient Labels","Shiyu Duan, Spencer Chang, Jose C. Principe",Keywords:,220019,"JMLR/2023/Proceedings/220019 - Labels, Information, and Computation: Efficient Learning Using Sufficient Labels.pdf",,False,False,5,5,10,4,10,1,6
JMLR,2023,A Unified Approach to Controlling Implicit Regularization via Mirror Descent,"Haoyuan Sun, Khashayar Gatmiry, Kwangjun Ahn, Navid Azizan",Keywords:,230836,JMLR/2023/Proceedings/230836 - A Unified Approach to Controlling Implicit Regularization via Mirror Descent.pdf,,False,False,3,3,4,3,3,1,5
JMLR,2023,The Implicit Bias of Benign Overfitting,Ohad Shamir,Keywords:,220784,JMLR/2023/Proceedings/220784 - The Implicit Bias of Benign Overfitting.pdf,,True,False,0,0,1,1,1,1,9
JMLR,2023,Bagging in overparameterized learning: Risk characterization and risk monotonization,"Pratik Patil, Jin-Hong Du, Arun Kumar Kuchibhotla",Keywords:,230887,JMLR/2023/Proceedings/230887 - Bagging in overparameterized learning: Risk characterization and risk monotonization.pdf,,False,True,1,1,2,1,6,1,8
JMLR,2023,A Unified Framework for Factorizing Distributional Value Functions for Multi-Agent Reinforcement Learning,"Wei-Fang Sun, Cheng-Kuang Lee, Simon See, Chun-Yi Lee",Keywords:,220630,JMLR/2023/Proceedings/220630 - A Unified Framework for Factorizing Distributional Value Functions for Multi-Agent Reinforcement Learning.pdf,,False,True,1,1,2,1,3,2,5
JMLR,2024,On the Effect of Initialization: The Scaling Path of 2-Layer Neural Networks,"Sebastian Neumayer, Lénaïc Chizat, Michael Unser",Keywords:,230549,JMLR/2024/Proceedings/230549 - On the Effect of Initialization: The Scaling Path of 2-Layer Neural Networks.pdf,,False,False,2,2,8,1,1,1,10
JMLR,2024,Nonparametric Inference under B-bits Quantization,"Kexuan Li, Ruiqi Liu, Ganggang Xu, Zuofeng Shang",Keywords:,20075,JMLR/2024/Proceedings/20075 - Nonparametric Inference under B-bits Quantization.pdf,,False,False,1,1,10,6,1,1,9
JMLR,2024,Mean-Square Analysis of Discretized Itô Diffusions for Heavy-tailed Sampling,"Ye He, Tyler Farghly, Krishnakumar Balasubramanian, Murat A. Erdogdu",Keywords:,221198,JMLR/2024/Proceedings/221198 - Mean-Square Analysis of Discretized Itô Diffusions for Heavy-tailed Sampling.pdf,,False,False,2,2,9,6,4,1,8
JMLR,2024,Lower Complexity Bounds of Finite-Sum Optimization Problems: The Results and Construction,"Yuze Han, Guangzeng Xie, Zhihua Zhang",Keywords:,210264,JMLR/2024/Proceedings/210264 - Lower Complexity Bounds of Finite-Sum Optimization Problems: The Results and Construction.pdf,,True,False,0,0,1,1,1,1,10
JMLR,2024,"Convergence for nonconvex ADMM, with applications to CT imaging","Rina Foygel Barber, Emil Y. Sidky",Keywords:,210831,"JMLR/2024/Proceedings/210831 - Convergence for nonconvex ADMM, with applications to CT imaging.pdf",,False,True,2,2,2,2,1,1,4
JMLR,2024,Localized Debiased Machine Learning: Efficient Inference on Quantile Treatment Effects and Beyond,"Nathan Kallus, Xiaojie Mao, Masatoshi Uehara",Keywords:,230661,JMLR/2024/Proceedings/230661 - Localized Debiased Machine Learning: Efficient Inference on Quantile Treatment Effects and Beyond.pdf,,False,True,2,2,3,2,2,4,6
JMLR,2024,Improving physics-informed neural networks with meta-learned optimization,Alex Bihlo,Keywords:,230356,JMLR/2024/Proceedings/230356 - Improving physics-informed neural networks with meta-learned optimization.pdf,,False,True,5,5,2,1,3,1,5
JMLR,2024,Deep Network Approximation: Beyond ReLU to Diverse Activation Functions,"Shijun Zhang, Jianfeng Lu, Hongkai Zhao",Keywords:,230912,JMLR/2024/Proceedings/230912 - Deep Network Approximation: Beyond ReLU to Diverse Activation Functions.pdf,,True,False,0,0,1,1,1,1,8
JMLR,2024,On the Sample Complexity and Metastability of Heavy-tailed Policy Search in Continuous Control,"Amrit Singh Bedi, Anjaly Parayil, Junyu Zhang, Mengdi Wang, Alec Koppel",Keywords:,211343,JMLR/2024/Proceedings/211343 - On the Sample Complexity and Metastability of Heavy-tailed Policy Search in Continuous Control.pdf,,False,False,2,2,9,6,4,3,7
JMLR,2024,Seeded Graph Matching for the Correlated Gaussian Wigner Model via the Projected Power Method,"Ernesto Araya, Guillaume Braun, Hemant Tyagi",Keywords:,220402,JMLR/2024/Proceedings/220402 - Seeded Graph Matching for the Correlated Gaussian Wigner Model via the Projected Power Method.pdf,,False,True,3,3,3,2,1,1,7
JMLR,2024,Post-Regularization Confidence Bands for Ordinary Differential Equations,"Xiaowu Dai, Lexin Li",Keywords:,220487,JMLR/2024/Proceedings/220487 - Post-Regularization Confidence Bands for Ordinary Differential Equations.pdf,,False,False,4,4,10,4,10,1,9
JMLR,2024,Model-Free Representation Learning and Exploration in Low-Rank MDPs,"Aditya Modi, Jinglin Chen, Akshay Krishnamurthy, Nan Jiang, Alekh Agarwal",Keywords:,220687,JMLR/2024/Proceedings/220687 - Model-Free Representation Learning and Exploration in Low-Rank MDPs.pdf,,True,False,0,0,1,1,1,1,7
